C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,sexo_mujer,sexo_hombre,edad,grupo_edad,joven,adulto_mayor,jefe_hogar,conyuge,hijo_hogar,tiene_discapacidad,cantidad_limitaciones,lengua_materna_indigena,autoidentificacion_indigena,autoidentificacion_afro,autoidentificacion_mestizo,nivel_educativo_ord,educacion_basica_o_menos,secundaria_completa,superior_incompleta,superior_completa,universitaria_completa_o_mas,educacion_superior,brecha_educativa_baja,grupo_educativo,trabajador_independiente,trabajador_dependiente,empleador,trabajador_hogar,trabajador_familiar_no_remunerado,sector_publico,sector_privado,empresa_registrada_sunat,empresa_no_registrada_sunat,lleva_libros_contables,posible_informalidad,empresa_pequena,empresa_mediana_grande,busca_otro_empleo,horas_totales,horas_principal,horas_secundaria,trabaja_menos_35h,trabaja_mas_48h,sobrejornada,brecha_horas_normal,tiene_seguro_salud,tiene_essalud,tiene_sis,tiene_afp,tiene_snp,tiene_pension,proteccion_social_completa,ingreso_total,ingreso_principal,ingreso_laboral,ingreso_total_log,ingreso_principal_log,ingreso_laboral_log,ingreso_por_hora,ingreso_por_hora_log,ingreso_secundario_total,tiene_ingreso_secundario,proporcion_ingreso_principal,dependencia_ingreso_principal,bajo_ingreso_relativo,alto_ingreso_relativo,ingreso_cero,ingreso_outlier
1,19.0,3,6,5, ,3,5,1, ,5,9998,2,48.0,6.0,54.0,,1025.0,1025.0,1075.0,1025.0,,,,6.933423025730715,6.933423025730715,6.98100574072173,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,19.0,14_24,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,54.0,48.0,6.0,0,1,0,,1,1,0,1,0,1,1,1025.0,1025.0,1075.0,6.933423025730715,6.933423025730715,6.98100574072173,4.597553673766145,1.722329658326648,0.0,0,1.0,1,0,0,0,0
2,44.0,1,11,5, ,3,5,1, ,4,110,2,40.0,,40.0,,4500.0,4500.0,5458.0,4500.0,,,,8.412054873292933,8.412054873292933,8.605020901781758,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,44.0,35_44,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,4500.0,4500.0,5458.0,8.412054873292933,8.412054873292933,8.605020901781758,31.512702078521944,3.481630846165587,0.0,0,1.0,1,0,1,0,0
2,63.0,2,9,3, ,3,2, , ,5,9998,2,45.0,,45.0,,1050.0,1050.0,1100.0,1050.0,,,,6.957497370876951,6.957497370876951,7.00397413672268,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1,0,63.0,55_64,0,0,0,1,0,0,0,0,1,0,0,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,45.0,45.0,0.0,0,0,0,,1,1,0,1,0,1,1,1050.0,1050.0,1100.0,6.957497370876951,6.957497370876951,7.00397413672268,5.645368231973313,1.893920105524264,0.0,0,1.0,1,0,0,0,0
2,25.0,3,9,3, ,3,5,1, ,4,150,2,45.0,,45.0,,1500.0,1500.0,1791.0,1500.0,,,,7.313886831633462,7.313886831633462,7.491087593534876,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,25.0,25_34,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,45.0,45.0,0.0,0,0,0,,1,1,0,1,0,1,1,1500.0,1500.0,1791.0,7.313886831633462,7.313886831633462,7.491087593534876,9.191685912240183,2.3215722812670574,0.0,0,1.0,1,0,0,0,0
1,35.0,1,5,2, ,3,5,2,1,1,3,2,56.0,,56.0,,1299.0,1299.0,1316.0,1299.0,,,,7.170119543449628,7.170119543449628,7.183111701743281,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,35.0,35_44,0,0,1,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,1,0,1,0,1,0,0,56.0,56.0,0.0,0,1,0,,1,0,1,0,0,0,0,1299.0,1299.0,1316.0,7.170119543449628,7.170119543449628,7.183111701743281,5.427251732101616,1.860547033523401,0.0,0,1.0,1,0,0,0,0
1,57.0,1,6,5, ,1, ,3,2,1,5,2,53.0,,53.0,,2480.0,2480.0,2480.0,,2480.0,,,7.816416983691801,7.816416983691801,7.816416983691801,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,57.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,1,0,0,0,0,0,1,0,1,1,0,0,53.0,53.0,0.0,0,1,0,,1,0,1,0,0,0,0,2480.0,2480.0,2480.0,7.816416983691801,7.816416983691801,7.816416983691801,10.806571092422327,2.468656248714993,2480.0,1,1.0,1,0,0,0,0
2,48.0,3,8,2, ,3,5,1, ,4,200,2,72.0,,72.0,,2000.0,2000.0,2501.0,2000.0,,,,7.601402334583733,7.601402334583733,7.824845691026856,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,48.0,45_54,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,72.0,72.0,0.0,0,1,1,,1,1,0,1,0,1,1,2000.0,2000.0,2501.0,7.601402334583733,7.601402334583733,7.824845691026856,8.022196561457532,2.199687825653942,0.0,0,1.0,1,0,0,0,0
1,71.0,1,3,3, ,3,5,3,2,1,10,2,46.0,,46.0,,866.0,866.0,866.0,866.0,,,,6.765038976780541,6.765038976780541,6.765038976780541,1,1,2,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,71.0,65_mas,0,1,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,1,Primaria,0,1,0,0,0,0,1,0,1,0,1,1,0,0,46.0,46.0,0.0,0,0,0,,1,1,0,1,0,1,1,866.0,866.0,866.0,6.765038976780541,6.765038976780541,6.765038976780541,4.3478260869565215,1.6766901394432678,0.0,0,1.0,1,1,0,0,0
1,29.0,3,11,6, ,3,5,1, ,4,150,2,44.0,,44.0,,3500.0,3500.0,3500.0,3500.0,,,,8.160803920954665,8.160803920954665,8.160803920954665,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,29.0,25_34,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,44.0,44.0,0.0,0,0,0,,1,1,0,1,0,1,1,3500.0,3500.0,3500.0,8.160803920954665,8.160803920954665,8.160803920954665,18.37077472181398,2.9637654725826383,0.0,0,1.0,1,0,1,0,0
1,49.0,2,11,5, ,3,5,1, ,4,208,2,40.0,,40.0,,1500.0,1500.0,1875.0,1500.0,,,,7.313886831633462,7.313886831633462,7.53689712956617,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,49.0,45_54,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,1500.0,1500.0,1875.0,7.313886831633462,7.313886831633462,7.53689712956617,10.825635103926098,2.4702696415130028,0.0,0,1.0,1,0,0,0,0
1,34.0,1,6,5, ,3,5,3,2,1,3,1,6.0,,60.0,60.0,346.0,346.0,346.0,346.0,,,,5.849324779946859,5.849324779946859,5.849324779946859,5,2,1,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0,1,34.0,25_34,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,0,1,0,1,1,0,1,60.0,6.0,0.0,0,1,0,0.0,1,0,1,0,0,0,0,346.0,346.0,346.0,5.849324779946859,5.849324779946859,5.849324779946859,1.331793687451886,0.8466377943566378,0.0,0,1.0,1,1,0,0,0
2,21.0,5,10,3, ,3,5,1, ,3,100,2,24.0,,24.0,,810.0,810.0,810.0,550.0,,,,6.698268054115413,6.698268054115413,6.698268054115413,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,21.0,14_24,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,24.0,24.0,0.0,1,0,0,,1,1,0,1,0,1,1,810.0,810.0,810.0,6.698268054115413,6.698268054115413,6.698268054115413,7.794457274826789,2.174121667908766,0.0,0,1.0,1,1,0,0,0
1,29.0,3,9,3, ,2, ,3,2,1,1,1,35.0,,35.0,,2000.0,2000.0,2000.0,,2000.0,,,7.601402334583733,7.601402334583733,7.601402334583733,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,29.0,25_34,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,1,35.0,35.0,0.0,0,0,0,,1,0,1,0,0,0,0,2000.0,2000.0,2000.0,7.601402334583733,7.601402334583733,7.601402334583733,13.196964698119432,2.6530281881050857,2000.0,1,1.0,1,0,0,0,0
1,50.0,1,9,3, ,3,5,1, ,2,50,2,40.0,,40.0,,3000.0,3000.0,3750.0,3000.0,,,,8.006700845440367,8.006700845440367,8.229777750081887,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,50.0,45_54,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,3000.0,3000.0,3750.0,8.006700845440367,8.006700845440367,8.229777750081887,21.6512702078522,3.120215930173503,0.0,0,1.0,1,0,1,0,0
1,68.0,1,4,5, ,1, ,3,2,1,2,2,45.0,,45.0,,2864.0,2864.0,2864.0,,2864.0,,,7.960323629148839,7.960323629148839,7.960323629148839,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,68.0,65_mas,0,1,1,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,1,Primaria,0,0,1,0,0,0,0,0,1,0,1,1,0,0,45.0,45.0,0.0,0,0,0,,1,0,1,0,0,0,0,2864.0,2864.0,2864.0,7.960323629148839,7.960323629148839,7.960323629148839,14.698486014883244,2.75356427553134,2864.0,1,1.0,1,0,1,0,0
2,76.0,2,11,7, ,3,5,1, ,4,400,2,6.0,,6.0,,3000.0,3000.0,3000.0,3000.0,,,,8.006700845440367,8.006700845440367,8.006700845440367,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,76.0,65_mas,0,1,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,6.0,6.0,0.0,1,0,0,,1,1,0,0,1,1,1,3000.0,3000.0,3000.0,8.006700845440367,8.006700845440367,8.006700845440367,115.47344110854505,4.757663273698679,0.0,0,1.0,1,0,1,0,0
2,44.0,1,6,5, ,3,5,1, ,5,501,2,66.0,,66.0,,1200.0,1200.0,1242.0,1200.0,,,,7.090909822079984,7.090909822079984,7.125283091510712,6,2,2,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,1,0,44.0,35_44,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,66.0,66.0,0.0,0,1,1,,0,0,0,0,0,0,0,1200.0,1200.0,1242.0,7.090909822079984,7.090909822079984,7.125283091510712,4.3460004199034215,1.6763486962620704,0.0,0,1.0,1,0,0,0,0
1,26.0,3,10,3, ,2, ,3,2,1,1,2,28.0,,28.0,,2500.0,2500.0,2500.0,,2500.0,,,7.824445930877619,7.824445930877619,7.824445930877619,2,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,26.0,25_34,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,28.0,28.0,0.0,1,0,0,,1,0,0,0,0,0,0,2500.0,2500.0,2500.0,7.824445930877619,7.824445930877619,7.824445930877619,20.62025734081161,3.073630715045478,2500.0,1,1.0,1,0,0,0,0
2,43.0,2,6,5, ,2, ,3,2,1,1,2,49.0,,49.0,,10.0,10.0,10.0,,10.0,,,2.3978952727983707,2.3978952727983707,2.3978952727983707,5,2,1,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,1,0,43.0,35_44,0,0,0,1,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,49.0,49.0,0.0,0,1,0,,1,0,1,0,0,0,0,10.0,10.0,10.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0471320167789979,0.0460550144640111,10.0,1,1.0,1,1,0,0,0
2,29.0,2,6,5, ,2, ,3,2,1,1,2,27.0,,27.0,,779.0,779.0,779.0,,779.0,,,6.659293919683638,6.659293919683638,6.659293919683638,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,29.0,25_34,1,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,27.0,27.0,0.0,1,0,0,,1,0,1,0,0,0,0,779.0,779.0,779.0,6.659293919683638,6.659293919683638,6.659293919683638,6.663245231374562,2.036435553482552,779.0,1,1.0,1,1,0,0,0
1,33.0,1,3, ,4,2, ,3,2,1,1,1,48.0,4.0,52.0,,800.0,540.0,800.0,,540.0,,260.0,6.68586094706836,6.293419278846481,6.68586094706836,5,2,1,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0,1,33.0,25_34,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,Primaria,1,0,0,0,0,0,0,0,1,0,1,1,0,1,52.0,48.0,4.0,0,1,0,,1,0,1,0,0,0,0,800.0,540.0,800.0,6.68586094706836,6.293419278846481,6.68586094706836,3.553028957186001,1.5157927163557017,800.0,1,0.675,0,1,0,0,0
2,64.0,2,6,5, ,4, ,3,2,1,3, ,60.0,,60.0,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1,0,64.0,55_64,0,0,0,1,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,1,0,0,0,0,1,0,1,1,0,0,60.0,60.0,0.0,0,1,0,,1,1,0,0,0,0,0,,,,,,,,,0.0,0,,0,0,0,0,0
2,51.0,3,9,3, ,3,2, , ,5,1000,2,36.0,,36.0,,2450.0,2450.0,2500.0,2000.0,,,,7.804251383528112,7.804251383528112,7.824445930877619,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,51.0,45_54,0,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,36.0,36.0,0.0,0,0,0,,1,1,0,1,0,1,1,2450.0,2450.0,2500.0,7.804251383528112,7.804251383528112,7.824445930877619,16.037977931742365,2.8354448483822448,0.0,0,1.0,1,0,0,0,0
2,37.0,3,6,5, ,3,5,1, ,1,15,2,32.0,,48.0,48.0,1125.0,1125.0,1257.0,1125.0,,,,7.026426808699636,7.026426808699636,7.1372784372603855,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,37.0,35_44,0,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,32.0,0.0,0,0,0,0.0,1,1,0,1,0,1,1,1125.0,1125.0,1257.0,7.026426808699636,7.026426808699636,7.1372784372603855,6.047921478060046,1.9527327475474192,0.0,0,1.0,1,0,0,0,0
1,22.0,5,6,5, ,3,5,1, ,1,19,2,0.0,12.0,72.0,60.0,1760.0,1500.0,2135.0,1500.0,,,260.0,7.473637108496206,7.313886831633462,7.666690200080086,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,22.0,14_24,1,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,72.0,0.0,12.0,0,1,1,-12.0,1,1,0,1,0,1,1,1760.0,1500.0,2135.0,7.473637108496206,7.313886831633462,7.666690200080086,6.84821657685399,2.0602863183213787,260.0,1,0.8522727272727273,1,0,0,0,0
2,64.0,2,6,5, ,2, ,3,2,1,2,2,56.0,,56.0,,1308.0,1308.0,1308.0,,588.0,,,7.1770187659099,7.1770187659099,7.1770187659099,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,64.0,55_64,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,56.0,56.0,0.0,0,1,0,,1,1,0,0,0,0,0,1308.0,1308.0,1308.0,7.1770187659099,7.1770187659099,7.1770187659099,5.394259320356317,1.8554006066429445,588.0,1,1.0,1,0,0,0,0
1,44.0,4,6,5, ,3,5,2,2,1,2,2,40.0,,40.0,,2425.0,2425.0,2425.0,2165.0,,,,7.793999089503996,7.793999089503996,7.793999089503996,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,44.0,35_44,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,2425.0,2425.0,2425.0,7.793999089503996,7.793999089503996,7.793999089503996,14.001154734411086,2.708127180433298,0.0,0,1.0,1,0,0,0,0
2,26.0,3,6,5, ,3,5,3,2,1,2,2,10.0,,48.0,48.0,303.0,303.0,303.0,303.0,,,,5.717027701406222,5.717027701406222,5.717027701406222,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,26.0,25_34,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,0,1,0,1,1,0,0,48.0,10.0,0.0,0,0,0,0.0,1,0,1,1,0,1,1,303.0,303.0,303.0,5.717027701406222,5.717027701406222,5.717027701406222,1.457852193995381,0.8992878767057718,0.0,0,1.0,1,1,0,0,0
2,47.0,1,6,5, ,3,5,1, ,2,30,2,54.0,,54.0,,1025.0,1025.0,1280.0,1025.0,,,,6.933423025730715,6.933423025730715,7.155396301896734,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,47.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,54.0,54.0,0.0,0,1,0,,1,1,0,1,0,1,1,1025.0,1025.0,1280.0,6.933423025730715,6.933423025730715,7.155396301896734,5.474296467368061,1.8678399479940315,0.0,0,1.0,1,0,0,0,0
1,32.0,1,6,5, ,3,5,1, ,4,200,2,60.0,,60.0,,1819.0,1819.0,1819.0,1819.0,,,,7.506591780070841,7.506591780070841,7.506591780070841,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,32.0,25_34,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,60.0,60.0,0.0,0,1,0,,1,0,1,0,0,0,0,1819.0,1819.0,1819.0,7.506591780070841,7.506591780070841,7.506591780070841,7.001539645881447,2.079633978897788,0.0,0,1.0,1,0,0,0,0
1,56.0,2,6,5, ,3,4,1, ,4,200,2,66.0,,66.0,,1300.0,1300.0,1624.0,1300.0,,,,7.170888478512505,7.170888478512505,7.393263094763838,1,1,2,1,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0,1,56.0,55_64,0,0,0,1,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,0,1,0,0,0,0,1,0,66.0,66.0,0.0,0,1,1,,1,1,0,1,0,1,1,1300.0,1300.0,1624.0,7.170888478512505,7.170888478512505,7.393263094763838,5.682692980614458,1.8995210471196784,0.0,0,1.0,1,0,0,0,0
2,37.0,1,5,2, ,1, ,3,2,1,4,2,60.0,,60.0,,18000.0,18000.0,18000.0,,18000.0,,,9.798182590890704,9.798182590890704,9.798182590890704,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,1,1,1,0,37.0,35_44,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,1,0,0,0,0,0,1,0,1,1,0,0,60.0,60.0,0.0,0,1,0,,1,0,1,0,0,0,0,18000.0,18000.0,18000.0,9.798182590890704,9.798182590890704,9.798182590890704,69.28406466512702,4.252545096949958,18000.0,1,1.0,1,0,1,0,1
1,17.0,3,6,5, ,4, ,3,2,1,3, ,38.0,,38.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,17.0,14_24,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,1,0,0,0,0,1,0,1,1,0,0,38.0,38.0,0.0,0,0,0,,1,0,1,0,0,0,0,,,,,,,,,0.0,0,,0,0,0,0,0
1,26.0,3,6,5, ,2, ,3,2,1,1,2,48.0,,48.0,,1700.0,1700.0,1700.0,,1700.0,,,7.438971592395862,7.438971592395862,7.438971592395862,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,26.0,25_34,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,1,0,1,1,1700.0,1700.0,1700.0,7.438971592395862,7.438971592395862,7.438971592395862,8.179368745188606,2.2169584381273624,1700.0,1,1.0,1,0,0,0,0
2,39.0,2,5,2, ,4, ,3,2,1,3, ,15.0,,15.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,39.0,35_44,0,0,0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,0,1,0,0,0,0,1,0,1,1,0,0,15.0,15.0,0.0,1,0,0,,1,0,1,0,0,0,0,,,,,,,,,0.0,0,,0,0,0,0,0
2,55.0,1,10,1, ,6, , , ,1,2,2,22.0,,22.0,,300.0,300.0,300.0,300.0,,,,5.707110264748875,5.707110264748875,5.707110264748875,1,1,2,1,2,2,2,2,2,2,2,10,8,0,0,0,0,0,1,0,55.0,55_64,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1,1,1,0,Superior universitaria,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.0,22.0,0.0,1,0,0,,1,1,0,1,0,1,1,300.0,300.0,300.0,5.707110264748875,5.707110264748875,5.707110264748875,3.1492756665966826,1.422933780839574,0.0,0,1.0,1,1,0,0,0
1,50.0,1,6,5, ,2, ,2,2,1,1,2,55.0,,66.0,66.0,1397.0,1397.0,1397.0,,1397.0,,,7.242797922793756,7.242797922793756,7.242797922793756,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,50.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,1,0,0,0,1,0,0,66.0,55.0,0.0,0,1,1,0.0,1,0,1,0,0,0,0,1397.0,1397.0,1397.0,7.242797922793756,7.242797922793756,7.242797922793756,4.888375673595073,1.7729801826512666,1397.0,1,1.0,1,0,0,0,0
2,26.0,3,11,5, ,3,5,1, ,4,200,1,43.0,,43.0,,2200.0,2200.0,2600.0,2000.0,,,,7.696667081526462,7.696667081526462,7.8636512654486515,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,26.0,25_34,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,1,43.0,43.0,0.0,0,0,0,,1,1,0,1,0,1,1,2200.0,2200.0,2600.0,7.696667081526462,7.696667081526462,7.8636512654486515,13.964230087544982,2.705662692439928,0.0,0,1.0,1,0,0,0,0
2,42.0,2,9,3, ,2, ,3,2,1,1,2,2.0,,6.0,6.0,1059.0,1059.0,1059.0,,1059.0,,,6.966024187106113,6.966024187106113,6.966024187106113,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,42.0,35_44,0,0,0,1,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,6.0,2.0,0.0,1,0,0,0.0,1,0,1,0,1,1,1,1059.0,1059.0,1059.0,6.966024187106113,6.966024187106113,6.966024187106113,40.7621247113164,3.7319898213824896,1059.0,1,1.0,1,0,0,0,0
1,18.0,3,6,5, ,3,5,3,2,1,16,2,60.0,,72.0,72.0,1386.0,1386.0,1386.0,1386.0,,,,7.234898420314831,7.234898420314831,7.234898420314831,6,2,2,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0,1,18.0,14_24,1,0,0,0,1,0,0,0,0,1,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,0,1,0,1,1,0,0,72.0,60.0,0.0,0,1,1,0.0,0,0,0,0,0,0,0,1386.0,1386.0,1386.0,7.234898420314831,7.234898420314831,7.234898420314831,4.445727482678984,1.6948313530948265,0.0,0,1.0,1,0,0,0,0
1,58.0,2,6,5, ,1, ,1, ,1,11,2,37.0,,45.0,45.0,5000.0,5000.0,5000.0,,5000.0,,,8.517393171418904,8.517393171418904,8.517393171418904,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,58.0,55_64,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,1,0,0,0,0,1,0,0,0,1,0,0,45.0,37.0,0.0,0,0,0,0.0,1,0,1,1,0,1,1,5000.0,5000.0,5000.0,8.517393171418904,8.517393171418904,8.517393171418904,25.660764690787783,3.2831929974145218,5000.0,1,1.0,1,0,1,0,0
1,61.0,1,6,5, ,2, ,2,2,1,1,2,42.0,,42.0,,1125.0,1125.0,1125.0,,1125.0,,,7.026426808699636,7.026426808699636,7.026426808699636,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,61.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,1,0,0,0,1,0,0,42.0,42.0,0.0,0,0,0,,0,0,0,0,0,0,0,1125.0,1125.0,1125.0,7.026426808699636,7.026426808699636,7.026426808699636,6.186077202243483,1.9721454320574248,1125.0,1,1.0,1,0,0,0,0
