C318_T,INGTOT_log,INGTRABW_log,INGTOT,ingtrabw,C335_1,C335_2,busca_otro_empleo,I342,trabaja_menos_35h,INGTOTP,ingreso_por_hora_log,ingreso_secundario_total,ingreso_por_hora,C377,SEGURO1,INGTOTP_log,C208,horas_secundaria,I339_1,tiene_pension,C207,whoraT,tiene_sis,C361_5,C328_T,C366,grupo_edad_35_44,jefe_hogar,C311_ ,empresa_registrada_sunat,tiene_seguro_salud,proteccion_social_completa
53.0,7.62608275807238,7.902117546276448,2050.0,2702.0,False,True,0,1160.0,0,2050.0,2.547406649609008,0.0,11.773933504727877,7,1,7.62608275807238,49.0,0.0,1950.0,1,1,53.0,0,2,10.0,6,False,1,False,1,1,1
7.0,6.255750041753367,6.255750041753367,520.0,520.0,False,True,0,520.0,1,520.0,2.899004064737127,520.0,17.15605410755526,7,5,6.255750041753367,38.0,0.0,1500.0,1,2,7.0,1,1,10.0,5,True,1,True,1,1,1
31.0,7.324489979348532,7.378383712996714,1516.0,1600.0,False,False,0,1160.0,1,1500.0,2.2356521241841425,0.0,8.352578906851424,9,5,7.313886831633462,51.0,0.0,1500.0,0,2,31.0,1,1,10.0,4,False,0,True,1,1,0
48.0,6.598509028614515,6.598509028614515,733.0,733.0,False,True,0,733.0,0,733.0,1.5100045403250535,733.0,3.5267513471901464,7,2,6.598509028614515,75.0,0.0,1500.0,1,2,48.0,0,2,10.0,6,False,0,True,1,1,1
24.0,6.710523109452428,6.710523109452428,820.0,820.0,False,True,0,1160.0,1,820.0,2.185004115444488,0.0,7.890685142417244,7,5,6.710523109452428,50.0,0.0,520.0,0,2,24.0,1,1,10.0,10,False,1,True,0,1,0
48.0,6.746412128573375,6.746412128573375,850.0,850.0,False,True,0,850.0,0,850.0,1.627215819326278,850.0,4.089684372594303,7,5,6.746412128573375,71.0,0.0,1500.0,0,1,48.0,1,1,10.0,6,False,1,True,0,1,0
60.0,7.090909822079984,7.111512116496157,1200.0,1225.0,False,True,0,1160.0,0,1200.0,1.743123257795437,0.0,4.715165511932256,7,6,7.090909822079984,68.0,0.0,1200.0,0,1,60.0,0,2,10.0,9,False,0,False,1,0,0
6.0,6.447305862541213,6.447305862541213,630.0,630.0,False,True,0,630.0,1,630.0,2.5744968132946315,630.0,12.124711316397228,7,5,6.447305862541213,34.0,0.0,1500.0,0,1,12.0,1,1,10.0,8,False,1,True,0,1,0
40.0,7.090909822079984,7.090909822079984,1200.0,1200.0,False,True,0,1160.0,0,1200.0,2.070452065455202,0.0,6.928406466512703,7,1,7.090909822079984,63.0,0.0,1200.0,1,2,40.0,0,2,10.0,6,False,0,False,1,1,1
10.0,6.542471960506805,6.542471960506805,693.0,693.0,True,False,1,1160.0,1,693.0,2.1974811520650164,0.0,8.00230946882217,1,6,6.542471960506805,53.0,0.0,693.0,0,1,20.0,0,2,10.0,6,False,1,False,1,0,0
0.0,8.160803920954665,8.254008590564844,3500.0,3842.0,False,True,0,1160.0,0,3500.0,3.1433954422123893,0.0,22.182448036951502,7,1,8.160803920954665,38.0,0.0,3500.0,1,2,40.0,0,2,10.0,12,True,0,False,0,1,1
40.0,8.006700845440367,8.02322468471667,3000.0,3050.0,False,True,0,1160.0,0,3000.0,2.923682937748803,0.0,17.60969976905312,7,1,8.006700845440367,54.0,0.0,3000.0,1,1,40.0,0,2,10.0,11,False,1,False,0,1,1
63.0,7.324489979348532,7.378383712996714,1516.0,1600.0,False,False,0,1160.0,0,1500.0,2.2356521241841425,0.0,8.352578906851424,7,1,7.313886831633462,74.0,0.0,1500.0,1,1,63.0,0,2,10.0,5,False,0,True,0,1,1
48.0,7.762596048540069,7.762596048540069,2350.0,2350.0,False,True,0,1150.0,0,2350.0,2.5101498783939347,1150.0,11.306774441878368,1,5,7.762596048540069,39.0,0.0,1500.0,0,1,48.0,1,1,10.0,6,True,1,True,1,1,0
40.0,7.601402334583733,7.797291273547472,2000.0,2433.0,False,True,0,1160.0,0,2000.0,2.711201504582471,0.0,14.047344110854503,7,1,7.601402334583733,52.0,0.0,2000.0,1,2,40.0,0,2,10.0,9,False,1,False,1,1,1
43.0,7.497761700622568,7.497761700622568,1803.0,1803.0,False,True,0,1160.0,0,1503.0,2.029394814693864,300.0,6.609479819641482,1,5,7.315883504509785,27.0,20.0,1200.0,1,2,63.0,1,1,20.0,10,False,0,False,1,1,1
48.0,7.457609289715606,7.457609289715606,1732.0,1732.0,False,True,0,1160.0,0,1732.0,2.2335922215070942,0.0,8.333333333333334,1,6,7.457609289715606,38.0,0.0,1732.0,0,1,48.0,0,2,10.0,6,True,1,False,0,0,0
32.0,7.601402334583733,7.755338812846501,2000.0,2333.0,False,True,0,1160.0,0,2000.0,2.6720759446028497,0.0,13.469976905311778,7,1,7.601402334583733,53.0,0.0,2000.0,1,2,40.0,0,2,10.0,9,False,0,False,1,1,1
45.0,7.378383712996714,7.378383712996714,1600.0,1600.0,False,True,0,1160.0,0,1600.0,2.220446700186264,0.0,8.211444701052091,7,6,7.378383712996714,42.0,0.0,1600.0,0,1,45.0,0,2,10.0,5,True,1,False,1,0,0
8.0,5.303304908059076,5.303304908059076,200.0,200.0,False,True,0,200.0,1,200.0,1.9130433409749608,200.0,5.773672055427252,7,1,5.303304908059076,16.0,0.0,1500.0,0,1,8.0,0,2,10.0,6,False,0,True,0,1,0
72.0,8.003028666384733,8.003028666384733,2989.0,2989.0,False,True,0,2881.0,0,2989.0,2.359674362938749,2881.0,9.587503207595589,7,5,8.003028666384733,43.0,0.0,1500.0,0,1,72.0,1,1,10.0,6,True,1,True,0,1,0
54.0,7.893198869544609,7.893198869544609,2678.0,2678.0,False,True,0,1160.0,0,2678.0,2.521982005640577,0.0,11.453254640321616,5,5,7.893198869544609,57.0,0.0,2078.0,0,2,54.0,1,1,10.0,5,False,0,False,1,1,0
0.0,7.710205194432532,7.746732907753622,2230.0,2313.0,False,True,0,1160.0,1,2230.0,2.9341762134646414,0.0,17.806004618937642,7,1,7.710205194432532,56.0,0.0,2230.0,1,2,30.0,0,2,10.0,11,False,0,False,0,1,1
44.0,6.161207321695077,6.161207321695077,473.0,473.0,False,True,0,430.0,0,473.0,1.2478018205654116,430.0,2.482678983833718,6,6,6.161207321695077,27.0,0.0,1500.0,0,2,44.0,0,2,10.0,6,False,0,True,0,0,0
72.0,5.942799375126701,5.942799375126701,380.0,380.0,False,True,0,380.0,0,380.0,0.797005413621721,380.0,1.2188863228124198,2,5,5.942799375126701,52.0,0.0,1500.0,0,1,72.0,1,1,10.0,4,False,1,True,1,1,0
6.0,4.836281906951478,4.836281906951478,125.0,125.0,False,True,0,125.0,1,125.0,1.2254495265315712,125.0,2.405696689761355,7,1,4.836281906951478,59.0,0.0,1500.0,0,2,12.0,0,2,10.0,9,False,0,True,0,1,0
70.0,7.084226422097916,7.084226422097916,1192.0,1192.0,False,True,0,1192.0,0,1192.0,1.5958855891561248,1192.0,3.932695480039591,7,5,7.084226422097916,23.0,0.0,1500.0,0,1,70.0,1,1,10.0,5,False,0,True,0,1,0
15.0,5.7899601708972535,5.7899601708972535,326.0,326.0,False,True,0,326.0,1,326.0,1.7949619314539145,326.0,5.0192455735180905,7,5,5.7899601708972535,30.0,0.0,1500.0,0,2,15.0,1,1,10.0,10,False,1,True,0,1,0
48.0,7.438971592395862,7.674152921281675,1700.0,2151.0,False,True,0,1160.0,0,1700.0,2.429156698835418,0.0,10.349307159353348,7,1,7.438971592395862,46.0,0.0,1700.0,1,1,48.0,0,2,10.0,9,False,1,False,1,1,1
40.0,6.933423025730715,6.933423025730715,1025.0,1025.0,False,True,0,1025.0,0,1025.0,1.9341287135214893,1025.0,5.918013856812934,7,5,6.933423025730715,37.0,0.0,1500.0,0,2,40.0,1,1,10.0,8,True,1,True,1,1,0
40.0,8.699681400989514,8.987321812850125,6000.0,8000.0,False,True,0,1160.0,0,6000.0,3.8541687919069374,0.0,46.18937644341802,9,3,8.699681400989514,46.0,0.0,6000.0,1,2,40.0,0,2,10.0,10,False,1,False,1,1,1
30.0,7.324489979348532,7.378383712996714,1516.0,1600.0,False,False,0,1160.0,1,1500.0,2.2356521241841425,0.0,8.352578906851424,1,5,7.313886831633462,49.0,0.0,1500.0,0,1,30.0,1,1,10.0,6,False,1,True,0,1,0
48.0,8.016977746762262,8.016977746762262,3031.0,3031.0,False,True,0,1160.0,0,3031.0,2.7462019670665865,0.0,14.583333333333334,1,6,8.016977746762262,45.0,0.0,3031.0,1,1,48.0,0,2,10.0,3,False,1,False,0,0,0
56.0,7.696667081526462,7.696667081526462,2200.0,2200.0,False,True,0,2200.0,0,2200.0,2.309849962802238,2200.0,9.07291322995711,7,5,7.696667081526462,30.0,0.0,1500.0,0,1,56.0,1,1,10.0,5,False,0,True,1,1,0
40.0,7.313886831633462,7.313886831633462,1500.0,1500.0,False,True,0,1160.0,0,1500.0,2.2680462434397084,0.0,8.660508083140877,7,1,7.313886831633462,30.0,0.0,1500.0,1,1,40.0,0,2,10.0,6,False,1,False,1,1,1
50.0,7.7279755421055585,7.7279755421055585,2270.0,2270.0,False,True,0,2270.0,0,2270.0,2.2759834229769424,2270.0,8.737490377213241,7,1,7.7279755421055585,56.0,0.0,1500.0,0,1,60.0,0,2,10.0,9,False,1,True,0,1,0
60.0,7.724888439323074,7.724888439323074,2263.0,2263.0,False,True,0,1830.0,0,2263.0,2.273212570552997,1830.0,8.710546574287914,7,6,7.724888439323074,46.0,0.0,1500.0,0,1,60.0,0,2,10.0,10,False,0,True,1,0,0
2.0,6.933423025730715,6.933423025730715,1025.0,1025.0,True,False,1,1025.0,0,1025.0,1.780307177020577,1025.0,4.931678214010778,7,5,6.933423025730715,41.0,0.0,1500.0,0,1,48.0,1,1,10.0,4,True,1,True,0,1,0
36.0,6.97166860472579,6.97166860472579,1065.0,1065.0,True,False,1,1160.0,0,1065.0,2.058240708712111,0.0,6.832178598922248,7,5,6.97166860472579,41.0,0.0,909.0,0,1,36.0,1,1,10.0,5,True,0,False,0,1,0
30.0,8.268988209506656,8.275376374836407,3900.0,3925.0,False,True,0,1160.0,0,3100.0,2.951222772595774,800.0,18.12933025404157,1,1,8.03947991910045,29.0,20.0,3100.0,1,1,50.0,0,2,20.0,11,False,0,False,0,1,1
66.0,6.68586094706836,6.68586094706836,800.0,800.0,False,True,0,1160.0,0,800.0,1.3348316176624309,0.0,2.79935614808594,7,5,6.68586094706836,42.0,0.0,800.0,0,1,66.0,1,1,10.0,9,True,1,False,0,1,0
35.0,7.324489979348532,7.378383712996714,1516.0,1600.0,False,False,0,1160.0,0,1500.0,2.2356521241841425,0.0,8.352578906851424,7,5,7.313886831633462,74.0,0.0,1500.0,0,1,35.0,1,1,10.0,5,False,0,True,1,1,0
70.0,6.406879986069314,6.406879986069314,605.0,605.0,False,True,0,492.0,0,605.0,1.0972917206320252,492.0,1.996040910590564,1,5,6.406879986069314,58.0,0.0,1500.0,0,1,70.0,1,1,10.0,5,False,1,True,0,1,0
8.0,6.1675164908883415,6.1675164908883415,476.0,476.0,False,True,0,1160.0,0,476.0,1.3212938395121014,0.0,2.748267898383372,7,5,6.1675164908883415,41.0,0.0,433.0,0,2,40.0,1,1,10.0,5,True,1,False,1,1,0
48.0,8.416488487294606,8.482394685873542,4520.0,4828.0,False,True,0,1160.0,0,4520.0,3.18756707049021,0.0,23.229407236335643,7,4,8.416488487294606,55.0,0.0,4000.0,0,1,48.0,0,2,10.0,6,False,1,False,0,1,0
40.0,8.006700845440367,8.262816937670928,3000.0,3876.0,False,True,0,1160.0,0,3000.0,3.1518276135962617,0.0,22.37875288683603,7,1,8.006700845440367,62.0,0.0,3000.0,1,2,40.0,0,2,10.0,11,False,0,False,1,1,1
45.0,8.699681400989514,8.713417653379183,6000.0,6083.0,False,True,0,1160.0,0,6000.0,3.4725528123721983,0.0,31.21888632281242,7,1,8.699681400989514,41.0,0.0,6000.0,1,1,45.0,0,2,10.0,11,True,0,False,0,1,1
45.0,8.160803920954665,8.384118837190895,3500.0,4376.0,False,True,0,1160.0,0,3500.0,3.155224430432123,0.0,22.45830125737747,7,1,8.160803920954665,28.0,0.0,3500.0,1,1,45.0,0,2,10.0,9,False,1,False,1,1,1
46.0,7.741099090035366,8.10711747075039,2300.0,3317.0,False,True,0,1160.0,0,2000.0,2.7556807289458045,300.0,14.731746313732458,7,1,7.601402334583733,36.0,6.0,2000.0,1,1,52.0,0,2,6.0,8,True,1,False,1,1,1
54.0,6.974478911025045,6.974478911025045,1068.0,1068.0,False,True,0,1160.0,0,1025.0,1.6872295285468282,43.0,4.40448696799736,7,5,6.933423025730715,20.0,2.0,1025.0,0,2,56.0,1,1,2.0,5,False,0,False,1,1,0
3.0,5.384495062789089,5.384495062789089,217.0,217.0,False,True,0,217.0,1,217.0,2.8738559990346104,217.0,16.705157813702847,6,5,5.384495062789089,24.0,0.0,1500.0,1,2,3.0,1,1,10.0,11,False,0,True,0,1,1
14.0,7.650168700845001,7.650168700845001,2100.0,2100.0,True,False,1,1700.0,1,1700.0,3.2781143772454127,2100.0,25.525708034520484,7,2,7.438971592395862,51.0,5.0,1500.0,1,1,19.0,0,2,5.0,11,False,0,True,0,1,1
48.0,7.244941546337007,7.559038255443384,1400.0,1917.0,False,True,0,1160.0,0,1400.0,2.3246832314838364,0.0,9.223441108545034,7,1,7.244941546337007,34.0,0.0,1400.0,1,2,48.0,0,2,10.0,9,False,0,False,1,1,1
35.0,7.324489979348532,7.378383712996714,1516.0,1600.0,False,False,0,1160.0,0,1500.0,2.2356521241841425,0.0,8.352578906851424,1,5,7.313886831633462,45.0,0.0,1500.0,0,2,35.0,1,1,10.0,5,False,0,True,0,1,0
35.0,6.897704943128636,6.897704943128636,989.0,989.0,False,True,0,989.0,0,989.0,2.018350277680536,989.0,6.5258990432200585,7,5,6.897704943128636,35.0,0.0,1500.0,1,2,35.0,1,1,10.0,5,True,1,True,0,1,1
54.0,7.307202314764738,7.307202314764738,1490.0,1490.0,False,True,0,1160.0,0,1490.0,1.9977464488413657,0.0,6.372423231545634,7,5,7.307202314764738,59.0,0.0,1100.0,0,2,54.0,1,1,10.0,10,False,1,True,0,1,0
72.0,7.496097345175956,7.563200592358071,1800.0,1925.0,False,True,0,1160.0,0,1800.0,1.970550008159584,0.0,6.174621503720811,7,1,7.496097345175956,51.0,0.0,1800.0,1,1,72.0,0,2,10.0,6,False,0,False,1,1,1
60.0,7.324489979348532,7.324489979348532,1516.0,1516.0,False,True,0,1160.0,0,1516.0,1.9220942003617272,0.0,5.835257890685142,1,5,7.324489979348532,47.0,0.0,1516.0,0,1,60.0,1,1,10.0,8,False,0,False,1,1,0
48.0,6.933423025730715,6.933423025730715,1025.0,1025.0,False,True,0,1160.0,0,1025.0,1.780307177020577,0.0,4.931678214010778,5,1,6.933423025730715,20.0,0.0,1025.0,1,1,48.0,0,2,10.0,6,False,0,False,1,1,1
70.0,7.427144133408616,7.427144133408616,1680.0,1680.0,False,True,0,1680.0,0,1680.0,1.8783537718280268,1680.0,5.542725173210162,7,5,7.427144133408616,33.0,0.0,1500.0,1,1,70.0,1,1,10.0,10,False,0,True,0,1,1
60.0,7.62608275807238,7.62608275807238,2050.0,2050.0,True,False,1,1160.0,0,2050.0,2.185004115444488,0.0,7.890685142417244,7,1,7.62608275807238,68.0,0.0,2050.0,1,1,60.0,0,2,10.0,9,False,0,False,1,1,1
33.0,6.9957661563048505,6.9957661563048505,1091.0,1091.0,False,True,0,1160.0,1,1091.0,2.1558519560062965,0.0,7.635243893904401,7,5,6.9957661563048505,18.0,0.0,1039.0,0,1,33.0,1,1,10.0,6,False,0,False,1,1,0
88.0,7.43955930913332,7.43955930913332,1701.0,1701.0,False,True,0,1701.0,0,1701.0,1.698199104793625,1701.0,4.4640982574007975,1,6,7.43955930913332,32.0,0.0,1500.0,0,1,88.0,0,2,10.0,6,False,1,True,0,0,0
36.0,8.101980731853192,8.101980731853192,3300.0,3300.0,False,True,0,3000.0,0,3300.0,3.098745926628385,3000.0,21.170130869899925,7,5,8.101980731853192,30.0,0.0,1500.0,0,1,36.0,1,1,10.0,8,False,0,True,1,1,0
48.0,7.090909822079984,7.090909822079984,1200.0,1200.0,False,True,0,1160.0,0,1200.0,1.9130433409749608,0.0,5.773672055427252,7,5,7.090909822079984,29.0,0.0,1200.0,1,2,48.0,1,1,10.0,9,False,0,False,1,1,1
40.0,9.210440366976515,9.364519622823858,10000.0,11666.0,False,True,0,1160.0,0,10000.0,4.224724342459304,0.0,67.35565819861432,7,3,9.210440366976515,53.0,0.0,10000.0,1,1,40.0,0,2,10.0,12,False,1,False,0,1,1
48.0,7.313886831633462,7.53689712956617,1500.0,1875.0,False,True,0,1160.0,0,1500.0,2.304719073098501,0.0,9.02136258660508,7,1,7.313886831633462,33.0,0.0,1500.0,1,1,48.0,0,2,10.0,8,False,0,False,1,1,1
48.0,7.244941546337007,7.438383530044307,1400.0,1699.0,True,False,1,1160.0,0,1300.0,2.145433527255378,30.0,7.54574524782377,7,1,7.170888478512505,22.0,4.0,1300.0,1,2,52.0,0,2,4.0,9,False,0,False,1,1,1
28.0,7.244941546337007,7.244941546337007,1400.0,1400.0,False,True,0,1160.0,1,1400.0,2.529509018549033,0.0,11.547344110854503,7,5,7.244941546337007,27.0,0.0,1400.0,0,2,28.0,1,1,10.0,11,False,0,False,1,1,0
48.0,6.933423025730715,6.933423025730715,1025.0,1025.0,False,True,0,1160.0,0,1025.0,1.780307177020577,0.0,4.931678214010778,7,6,6.933423025730715,37.0,0.0,1025.0,0,2,48.0,0,2,10.0,9,True,1,False,1,0,0
30.0,8.188966863648876,8.211754397375197,3600.0,3683.0,False,True,0,1160.0,1,3600.0,3.3793804097683884,0.0,28.352578906851424,1,1,8.188966863648876,51.0,0.0,3600.0,1,2,30.0,0,2,10.0,12,False,1,False,0,1,1
67.0,7.090909822079984,7.283448228756631,1200.0,1455.0,False,True,0,1160.0,0,1200.0,1.7943127084936827,0.0,5.015339009341284,7,1,7.090909822079984,66.0,0.0,1200.0,1,1,67.0,0,2,10.0,5,False,1,False,1,1,1
54.0,7.244941546337007,7.367708572374371,1400.0,1583.0,False,True,0,1160.0,0,1400.0,2.050291410518443,0.0,6.770165084252844,7,1,7.244941546337007,37.0,0.0,1400.0,1,1,54.0,0,2,10.0,8,True,1,False,1,1,1
77.0,7.496097345175956,7.496097345175956,1800.0,1800.0,False,True,0,1160.0,0,1800.0,1.8561039536658344,0.0,5.398758285594313,7,5,7.496097345175956,24.0,0.0,1800.0,1,1,77.0,1,1,10.0,6,False,1,False,1,1,1
40.0,8.02322468471667,8.246171559857563,3050.0,3812.0,False,True,0,1160.0,0,3050.0,3.1358957820423665,0.0,22.009237875288687,7,3,8.02322468471667,40.0,0.0,3050.0,1,2,40.0,0,2,10.0,10,True,1,False,1,1,1
30.0,6.398594934535208,6.398594934535208,600.0,600.0,False,True,0,1160.0,1,600.0,1.7261426147810328,0.0,4.618937644341801,7,5,6.398594934535208,25.0,0.0,600.0,1,2,30.0,1,1,10.0,9,False,1,False,0,1,1
25.0,4.189654742026425,4.189654742026425,65.0,65.0,False,True,0,65.0,1,65.0,0.4702922711874133,65.0,0.6004618937644342,7,5,4.189654742026425,76.0,0.0,1500.0,0,2,25.0,1,1,10.0,3,False,1,True,0,1,0
61.0,7.540090320145325,7.540090320145325,1881.0,1881.0,False,True,0,1881.0,0,1881.0,2.0945140293985407,1881.0,7.12149320410404,7,5,7.540090320145325,33.0,0.0,1500.0,0,1,61.0,1,1,10.0,6,False,1,True,1,1,0
87.0,7.108244139731541,7.108244139731541,1221.0,1221.0,False,True,0,571.0,0,1091.0,1.386257507214908,701.0,2.9998525870964574,7,5,6.9957661563048505,33.0,7.0,1500.0,0,2,94.0,1,1,7.0,9,False,0,True,0,1,0
60.0,7.957177323459475,7.957177323459475,2855.0,2855.0,False,True,0,2400.0,0,2855.0,2.484008119466332,2400.0,10.989222478829868,7,5,7.957177323459475,37.0,0.0,1500.0,0,1,60.0,1,1,10.0,6,True,1,True,1,1,0
50.0,7.10085190894405,7.10085190894405,1212.0,1212.0,False,True,0,1160.0,0,1212.0,1.886789674228284,0.0,5.598152424942263,7,6,7.10085190894405,36.0,0.0,1212.0,0,1,50.0,0,2,10.0,5,True,0,False,1,0,0
48.0,6.90875477931522,6.90875477931522,1000.0,1000.0,False,True,0,1000.0,0,1000.0,1.7598203664690253,1000.0,4.81139337952271,1,5,6.90875477931522,55.0,0.0,1500.0,0,1,48.0,1,1,10.0,9,False,1,True,1,1,0
60.0,7.313886831633462,7.313886831633462,1500.0,1500.0,False,True,0,1500.0,0,1500.0,1.9130433409749608,1500.0,5.773672055427252,8,5,7.313886831633462,44.0,0.0,1500.0,1,1,60.0,1,1,10.0,10,True,1,True,0,1,1
56.0,7.884576510596324,7.884576510596324,2655.0,2655.0,False,True,0,2655.0,0,2655.0,2.4806774399383795,2655.0,10.949356647970966,7,5,7.884576510596324,50.0,0.0,1500.0,0,1,56.0,1,1,10.0,6,False,1,True,0,1,0
48.0,7.244941546337007,7.556427969440253,1400.0,1912.0,False,True,0,1160.0,0,1400.0,2.3223273401975235,0.0,9.19938414164742,7,1,7.244941546337007,30.0,0.0,1300.0,1,2,48.0,0,2,10.0,11,False,0,False,1,1,1
55.0,7.680637427560936,7.683403681053826,2165.0,2171.0,False,True,0,1160.0,0,2165.0,2.3141285399301466,0.0,9.116103296241864,7,5,7.680637427560936,30.0,0.0,1732.0,0,1,55.0,1,1,10.0,5,False,1,False,1,1,0
66.0,8.412054873292933,8.412054873292933,4500.0,4500.0,False,True,0,4500.0,0,4500.0,2.81818201596603,4500.0,15.746378332983411,7,5,8.412054873292933,42.0,0.0,1500.0,0,2,66.0,1,1,10.0,11,True,0,True,1,1,0
22.0,4.330733340286331,4.330733340286331,75.0,75.0,False,True,0,75.0,0,75.0,0.402050067609335,75.0,0.4948861761794786,7,5,4.330733340286331,19.0,0.0,1500.0,0,1,35.0,1,1,10.0,6,False,0,True,0,1,0
45.0,7.170119543449628,7.170119543449628,1299.0,1299.0,False,True,0,1160.0,0,1299.0,2.03688192726104,0.0,6.666666666666667,7,5,7.170119543449628,56.0,0.0,1299.0,1,1,45.0,1,1,10.0,6,False,1,False,0,1,1
40.0,7.457609289715606,7.457609289715606,1732.0,1732.0,False,True,0,1160.0,0,1732.0,2.3978952727983707,0.0,10.0,7,6,7.457609289715606,28.0,0.0,1732.0,0,1,40.0,0,2,10.0,6,False,0,False,1,0,0
66.0,7.496097345175956,7.658227526161352,1800.0,2117.0,False,True,0,1160.0,0,1800.0,2.1291593952781005,0.0,7.407796206872419,7,1,7.496097345175956,44.0,0.0,1800.0,1,1,66.0,0,2,10.0,8,True,0,False,1,1,1
84.0,7.170119543449628,7.170119543449628,1299.0,1299.0,False,True,0,1299.0,0,1299.0,1.519825753744413,1299.0,3.571428571428571,7,6,7.170119543449628,59.0,0.0,1500.0,0,1,84.0,0,2,10.0,6,False,1,True,0,0,0
42.0,6.246106765481563,6.246106765481563,515.0,515.0,False,True,0,515.0,0,515.0,1.3433473694553808,515.0,2.831848674804794,9,5,6.246106765481563,58.0,0.0,1500.0,1,1,42.0,1,1,10.0,8,False,1,True,1,1,1
40.0,7.824445930877619,8.207129168071326,2500.0,3666.0,False,True,0,1160.0,0,2500.0,3.098572294415701,0.0,21.166281755196305,1,3,7.824445930877619,61.0,0.0,2500.0,1,2,40.0,0,2,10.0,12,False,0,False,0,1,1
58.0,7.594381242551817,7.594381242551817,1986.0,1986.0,False,True,0,1086.0,0,1986.0,2.18694299078864,1086.0,7.907939794536912,7,5,7.594381242551817,66.0,0.0,1500.0,0,2,58.0,1,1,10.0,5,False,1,True,0,1,0
10.0,6.2766434893416445,6.2766434893416445,531.0,531.0,False,True,0,207.0,1,216.0,1.964541183142177,507.0,6.131639722863742,7,5,5.37989735354046,20.0,10.0,1500.0,0,2,20.0,1,1,10.0,9,False,0,True,0,1,0
40.0,7.170119543449628,7.170119543449628,1299.0,1299.0,False,True,0,1160.0,0,1299.0,1.981001468866584,0.0,6.25,5,1,7.170119543449628,67.0,0.0,1299.0,0,2,48.0,0,2,10.0,6,False,0,False,1,1,0
72.0,6.933423025730715,6.933423025730715,1025.0,1025.0,True,False,1,1160.0,0,1025.0,1.4557703936007782,0.0,3.287785476007185,1,1,6.933423025730715,26.0,0.0,1025.0,1,1,72.0,0,2,10.0,6,False,1,False,1,1,1
70.0,8.771990436532242,8.771990436532242,6450.0,6450.0,True,False,1,1160.0,0,6450.0,3.1036941536348213,0.0,21.280105575717585,7,3,8.771990436532242,45.0,0.0,5000.0,1,1,70.0,0,2,10.0,9,False,1,False,1,1,1
30.0,6.073044534100405,6.073044534100405,433.0,433.0,False,True,0,1160.0,1,433.0,1.466337068793427,0.0,3.333333333333333,5,1,6.073044534100405,79.0,0.0,433.0,1,1,30.0,0,2,10.0,9,False,1,False,1,1,1
30.0,7.208600337960199,7.239214973779806,1350.0,1392.0,False,True,0,1160.0,1,1320.0,2.402085515677807,30.0,10.04618937644342,7,5,7.186144304522325,21.0,2.0,953.0,0,1,32.0,1,1,2.0,8,False,0,False,1,1,0
40.0,7.415175109613295,7.630461261783627,1660.0,2059.0,False,True,0,1160.0,0,1600.0,2.389373517238308,60.0,9.90665896843726,7,1,7.378383712996714,43.0,8.0,1600.0,1,2,48.0,0,2,8.0,11,True,0,False,1,1,1
40.0,6.765038976780541,6.765038976780541,866.0,866.0,False,True,0,1160.0,0,866.0,1.791759469228055,0.0,5.0,1,5,6.765038976780541,39.0,0.0,866.0,0,2,40.0,1,1,10.0,6,True,0,False,1,1,0
45.0,7.680637427560936,7.680637427560936,2165.0,2165.0,False,True,0,1160.0,0,2165.0,2.4941233048929243,0.0,11.11111111111111,7,5,7.680637427560936,27.0,0.0,2165.0,0,1,45.0,1,1,10.0,5,False,0,False,0,1,0
13.0,6.721425700790643,6.721425700790643,829.0,829.0,False,True,0,1160.0,1,797.0,1.891759904217618,26.0,5.631028392881402,7,5,6.682108597449809,53.0,21.0,693.0,1,2,34.0,1,1,21.0,6,False,1,True,0,1,1
70.0,8.216358332386156,8.216358332386156,3700.0,3700.0,False,True,0,3300.0,0,3300.0,2.554751665723668,3700.0,11.86810366948935,1,5,8.101980731853192,41.0,2.0,1500.0,0,2,72.0,1,1,2.0,6,True,1,True,1,1,0
35.0,7.377133712833954,7.377133712833954,1598.0,1598.0,False,True,0,1598.0,0,1598.0,2.4461982874897115,1598.0,10.544374793797424,7,5,7.377133712833954,32.0,0.0,1500.0,1,2,35.0,1,1,10.0,10,False,0,True,1,1,1
66.0,7.696667081526462,7.696667081526462,2200.0,2200.0,False,True,0,1160.0,0,2200.0,2.1631194885386464,0.0,7.698229407236335,7,1,7.696667081526462,55.0,0.0,2200.0,1,1,66.0,0,2,10.0,8,False,1,False,1,1,1
42.0,7.4073177104694174,7.4073177104694174,1647.0,1647.0,False,True,0,1647.0,0,1647.0,2.3082109406035456,1647.0,9.05641702408446,7,5,7.4073177104694174,24.0,0.0,1500.0,0,2,42.0,1,1,10.0,6,False,0,True,0,1,0
48.0,6.90875477931522,6.90875477931522,1000.0,1000.0,False,True,0,1160.0,0,1000.0,1.7598203664690253,0.0,4.81139337952271,7,6,6.90875477931522,21.0,0.0,1000.0,0,1,48.0,0,2,10.0,6,False,0,False,1,0,0
15.0,4.418840607796598,4.418840607796598,82.0,82.0,False,True,0,69.0,1,82.0,0.8164746497483177,69.0,1.262509622786759,7,1,4.418840607796598,17.0,0.0,1500.0,0,2,15.0,0,2,10.0,5,False,0,True,0,1,0
