C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,target_subempleo_horas,sexo_mujer,sexo_hombre,edad,grupo_edad,joven,adulto_mayor,jefe_hogar,conyuge,hijo_hogar,tiene_discapacidad,cantidad_limitaciones,lengua_materna_indigena,autoidentificacion_indigena,autoidentificacion_afro,autoidentificacion_mestizo,nivel_educativo_ord,educacion_basica_o_menos,secundaria_completa,superior_incompleta,superior_completa,universitaria_completa_o_mas,educacion_superior,brecha_educativa_baja,grupo_educativo,trabajador_independiente,trabajador_dependiente,empleador,trabajador_hogar,trabajador_familiar_no_remunerado,sector_publico,sector_privado,empresa_registrada_sunat,empresa_no_registrada_sunat,lleva_libros_contables,posible_informalidad,empresa_pequena,empresa_mediana_grande,busca_otro_empleo,horas_totales,horas_principal,horas_secundaria,trabaja_menos_35h,trabaja_mas_48h,sobrejornada,brecha_horas_normal,tiene_seguro_salud,tiene_essalud,tiene_sis,tiene_afp,tiene_snp,tiene_pension,proteccion_social_completa,ingreso_total,ingreso_principal,ingreso_laboral,ingreso_total_log,ingreso_principal_log,ingreso_laboral_log,ingreso_por_hora,ingreso_por_hora_log,ingreso_secundario_total,tiene_ingreso_secundario,proporcion_ingreso_principal,dependencia_ingreso_principal,bajo_ingreso_relativo,alto_ingreso_relativo,ingreso_cero,ingreso_outlier
1,91.0,1,11,5, ,3,5,1, ,4,250,2,48.0,,48.0,,8000.0,8000.0,8000.0,8000.0,,,,8.987321812850125,8.987321812850125,8.987321812850125,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0,0,1,91.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,8000.0,8000.0,8000.0,8.987321812850125,8.987321812850125,8.987321812850125,38.49114703618168,3.676076521120879,0.0,0,1.0,1,0,1,0,1
2,37.0,1,5,2, ,2, ,3,2,1,2,2,42.0,,42.0,,1319.0,1319.0,1319.0,,1059.0,,,7.1853870155804165,7.1853870155804165,7.1853870155804165,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,0,37.0,35_44,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,Secundaria incompleta,1,0,0,0,0,0,0,0,1,0,1,1,0,0,42.0,42.0,0.0,0,0,0,,1,0,1,0,0,0,0,1319.0,1319.0,1319.0,7.1853870155804165,7.1853870155804165,7.1853870155804165,7.252831848674805,2.1105563958331057,1059.0,1,1.0,1,0,0,0,0
2,19.0,3,6,5, ,4, ,3,2,1,2, ,42.0,,42.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,19.0,14_24,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,1,0,0,0,0,1,0,1,1,0,0,42.0,42.0,0.0,0,0,0,,1,0,1,0,0,0,0,,,,,,,,,0.0,0,,0,0,0,0,0
1,56.0,1,10,1, ,3,1, , ,5,998,2,66.0,,66.0,55.0,3556.0,3556.0,3639.0,3500.0,,,,8.176672771948455,8.176672771948455,8.199738960630786,4,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,56.0,55_64,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,66.0,66.0,0.0,0,1,1,-11.0,1,0,0,0,0,0,0,3556.0,3556.0,3639.0,8.176672771948455,8.176672771948455,8.199738960630786,12.73357127860592,2.619843293649357,0.0,0,1.0,1,0,1,0,0
2,55.0,2,12,2, ,3,2, , ,5,998,2,25.0,,25.0,,3200.0,3200.0,3283.0,3200.0,,,,8.071218539969863,8.071218539969863,8.096817470572319,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,55.0,55_64,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,25.0,25.0,0.0,1,0,0,,1,1,0,0,1,1,1,3200.0,3200.0,3283.0,8.071218539969863,8.071218539969863,8.096817470572319,30.32794457274827,3.4445104970905422,0.0,0,1.0,1,0,1,0,0
2,25.0,3,10,6, ,7,2, , ,5,998,2,48.0,,48.0,40.0,400.0,400.0,400.0,400.0,,,,5.993961427306569,5.993961427306569,5.993961427306569,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,25.0,25_34,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,0,0,0,0,1,0,0,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,-8.0,1,0,1,1,0,1,1,400.0,400.0,400.0,5.993961427306569,5.993961427306569,5.993961427306569,1.924557351809084,1.073143136517026,0.0,0,1.0,1,1,0,0,0
2,58.0,1,11,6, ,3,2, , ,5,9998,2,45.0,,45.0,,5000.0,5000.0,5050.0,5000.0,,,,8.517393171418904,8.517393171418904,8.527341522468053,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,0,58.0,55_64,0,0,1,0,0,0,0,0,1,0,0,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,45.0,45.0,0.0,0,0,0,,1,1,0,1,0,1,1,5000.0,5000.0,5050.0,8.517393171418904,8.517393171418904,8.527341522468053,25.917372337695664,3.292771889971334,0.0,0,1.0,1,0,1,0,0
1,27.0,3,9,3, ,3,5,1, ,4,110,2,45.0,,45.0,,1500.0,1500.0,1500.0,1500.0,,,,7.313886831633462,7.313886831633462,7.313886831633462,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,0,1,27.0,25_34,1,0,0,0,1,0,0,0,1,0,0,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,45.0,45.0,0.0,0,0,0,,1,1,0,1,0,1,1,1500.0,1500.0,1500.0,7.313886831633462,7.313886831633462,7.313886831633462,7.698229407236336,2.163119488538647,0.0,0,1.0,1,0,0,0,0
1,67.0,1,9,3, ,1, ,2,2,1,2,2,40.0,,40.0,,2250.0,2250.0,2250.0,,2250.0,,,7.719129840906732,7.719129840906732,7.719129840906732,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,67.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,0,1,0,0,0,0,1,0,0,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,0,1,0,0,0,0,2250.0,2250.0,2250.0,7.719129840906732,7.719129840906732,7.719129840906732,12.990762124711317,2.6383972635846926,2250.0,1,1.0,1,0,0,0,0
1,57.0,1,6,5, ,3,5,1, ,3,70,2,48.0,42.0,90.0,,1684.0,1284.0,2019.0,1024.0,,,400.0,7.429520842786462,7.158513997329321,7.61085279039525,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,57.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,90.0,48.0,42.0,0,1,1,,1,1,0,1,0,1,1,1684.0,1284.0,2019.0,7.429520842786462,7.158513997329321,7.61085279039525,5.180908391070054,1.8214652495140844,400.0,1,0.7624703087885986,0,0,0,0,0
1,15.0,3,5,2, ,3,5,2,2,1,16,1,21.0,,21.0,,779.0,779.0,779.0,779.0,,,,6.659293919683638,6.659293919683638,6.659293919683638,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,0,1,15.0,14_24,1,0,0,0,1,0,0,0,1,0,0,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,1,0,0,0,1,0,1,21.0,21.0,0.0,1,0,0,,1,0,1,0,0,0,0,779.0,779.0,779.0,6.659293919683638,6.659293919683638,6.659293919683638,8.567029583195865,2.258322768903632,0.0,0,1.0,1,1,0,0,0
1,47.0,2,6,5, ,3,5,1, ,2,30,2,48.0,,48.0,,1600.0,1600.0,1958.0,1600.0,,,,7.378383712996714,7.378383712996714,7.580189417944541,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,47.0,45_54,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,0,1,1,1,1600.0,1600.0,1958.0,7.378383712996714,7.378383712996714,7.580189417944541,9.420708237105465,2.343795003027473,0.0,0,1.0,1,0,0,0,0
1,18.0,3,8,1, ,3,5,1, ,3,60,2,45.0,,45.0,,1200.0,1200.0,1200.0,1200.0,,,,7.090909822079984,7.090909822079984,7.090909822079984,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,18.0,14_24,1,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,45.0,45.0,0.0,0,0,0,,1,1,0,1,0,1,1,1200.0,1200.0,1200.0,7.090909822079984,7.090909822079984,7.090909822079984,6.158583525789068,1.9683121298075978,0.0,0,1.0,1,0,0,0,0
2,42.0,2,9,3, ,3,5,2,2,1,5,1,48.0,,48.0,,1752.0,1752.0,1752.0,1212.0,,,,7.469083884921234,7.469083884921234,7.469083884921234,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,42.0,35_44,0,0,0,1,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,1,48.0,48.0,0.0,0,0,0,,1,1,0,0,0,0,0,1752.0,1752.0,1752.0,7.469083884921234,7.469083884921234,7.469083884921234,8.429561200923787,2.243849563317086,0.0,0,1.0,1,0,0,0,0
1,27.0,3,11,5, ,3,5,1, ,4,320,2,40.0,,40.0,,4200.0,4200.0,4334.0,4200.0,,,,8.343077871169383,8.343077871169383,8.374476889214643,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,27.0,25_34,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,4200.0,4200.0,4334.0,8.343077871169383,8.343077871169383,8.374476889214643,25.02309468822171,3.2589844009937736,0.0,0,1.0,1,0,1,0,0
1,57.0,2,6,5, ,2, ,3,2,1,1,2,60.0,,60.0,,1212.0,1212.0,1212.0,,1212.0,,,7.10085190894405,7.10085190894405,7.10085190894405,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,57.0,55_64,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,60.0,60.0,0.0,0,1,0,,1,0,1,0,0,0,0,1212.0,1212.0,1212.0,7.10085190894405,7.10085190894405,7.10085190894405,4.665127020785219,1.7343293162559994,1212.0,1,1.0,1,0,0,0,0
1,26.0,3,8,2, ,3,5,2,2,1,5,2,35.0,,35.0,,1083.0,1083.0,1083.0,1083.0,,,,6.988413181999592,6.988413181999592,6.988413181999592,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,26.0,25_34,1,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,35.0,35.0,0.0,0,0,0,,1,0,1,0,0,0,0,1083.0,1083.0,1083.0,6.988413181999592,6.988413181999592,6.988413181999592,7.146156384031672,2.0975462066888513,0.0,0,1.0,1,0,0,0,0
2,57.0,2,6,5, ,3,5,1, ,1,20,2,44.0,,44.0,,1732.0,1732.0,1732.0,1732.0,,,,7.457609289715606,7.457609289715606,7.457609289715606,4,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,57.0,55_64,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,44.0,44.0,0.0,0,0,0,,1,0,0,0,0,0,0,1732.0,1732.0,1732.0,7.457609289715606,7.457609289715606,7.457609289715606,9.09090909090909,2.3116349285139637,0.0,0,1.0,1,0,0,0,0
1,33.0,1,6,5, ,2, ,3,2,1,1,2,42.0,,42.0,,657.0,657.0,657.0,,657.0,,,6.489204931325317,6.489204931325317,6.489204931325317,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,33.0,25_34,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,42.0,42.0,0.0,0,0,0,,1,0,1,1,0,1,1,657.0,657.0,657.0,6.489204931325317,6.489204931325317,6.489204931325317,3.6126690861101944,1.5288066669300215,657.0,1,1.0,1,1,0,0,0
1,36.0,1,9,3, ,3,5,1, ,3,85,2,40.0,,40.0,,3500.0,3500.0,4250.0,3500.0,,,,8.160803920954665,8.160803920954665,8.35490952835879,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,36.0,35_44,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,3500.0,3500.0,4250.0,8.160803920954665,8.160803920954665,8.35490952835879,24.53810623556582,3.2401716988953884,0.0,0,1.0,1,0,1,0,0
2,62.0,7,6,5, ,3,2, , ,5,9998,2,48.0,,48.0,,2000.0,2000.0,2050.0,2000.0,,,,7.601402334583733,7.601402334583733,7.62608275807238,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,62.0,55_64,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,1,0,0,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,0,1,1,1,2000.0,2000.0,2050.0,7.601402334583733,7.601402334583733,7.62608275807238,9.863356428021556,2.385395330109284,0.0,0,1.0,1,0,0,0,0
2,36.0,11,5,1, ,3,5,1, ,1,3,1,30.0,,30.0,,1500.0,1500.0,1625.0,1500.0,,,,7.313886831633462,7.313886831633462,7.3938782901077555,6,2,2,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0,1,0,36.0,35_44,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,1,0,0,0,1,0,1,30.0,30.0,0.0,1,0,0,,0,0,0,0,0,0,0,1500.0,1500.0,1625.0,7.313886831633462,7.313886831633462,7.3938782901077555,12.509622786759046,2.6034022305430073,0.0,0,1.0,1,0,0,0,0
2,57.0,1,9,3, ,6, , , ,1,1,1,48.0,,48.0,,2049.0,2049.0,2049.0,1299.0,,,,7.625595072132453,7.625595072132453,7.625595072132453,1,1,2,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0,1,0,57.0,55_64,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,Superior universitaria,0,0,0,0,1,0,0,0,0,0,0,1,0,1,48.0,48.0,0.0,0,0,0,,1,1,0,0,0,0,0,2049.0,2049.0,2049.0,7.625595072132453,7.625595072132453,7.625595072132453,9.858545034642033,2.3849523308196976,0.0,0,1.0,1,0,0,0,0
2,34.0,3,9,3, ,3,4,1, ,4,120,2,66.0,,66.0,,1200.0,1200.0,1500.0,1200.0,,,,7.090909822079984,7.090909822079984,7.313886831633462,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,34.0,25_34,0,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,0,1,0,0,0,0,1,0,66.0,66.0,0.0,0,1,1,,1,1,0,0,1,1,1,1200.0,1200.0,1500.0,7.090909822079984,7.090909822079984,7.313886831633462,5.248792777661137,1.8323882895171517,0.0,0,1.0,1,0,0,0,0
2,33.0,1,6,5, ,2, ,3,2,1,1,2,25.0,,25.0,,2285.0,2285.0,2285.0,,1085.0,,,7.734558844354756,7.734558844354756,7.734558844354756,5,2,1,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,0,33.0,25_34,0,0,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,25.0,25.0,0.0,1,0,0,,1,0,1,1,0,1,1,2285.0,2285.0,2285.0,7.734558844354756,7.734558844354756,7.734558844354756,21.10854503464203,3.0959641869438634,1085.0,1,1.0,1,0,0,0,0
2,53.0,1,6,5, ,3,5,1, ,1,7,2,48.0,,48.0,,2490.0,2490.0,2540.0,2490.0,,,,7.820439515262181,7.820439515262181,7.840312983320164,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,53.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,1,1,1,2490.0,2490.0,2540.0,7.820439515262181,7.820439515262181,7.840312983320164,12.220939183987683,2.5818018745618305,0.0,0,1.0,1,0,0,0,0
2,20.0,3,6,5, ,3,5,1, ,2,24,2,45.0,,45.0,,1025.0,1025.0,1050.0,1025.0,,,,6.933423025730715,6.933423025730715,6.957497370876951,5,2,1,2,2,2,2,2,2,2,2,10,8,0,0,0,0,0,0,1,0,20.0,14_24,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,45.0,45.0,0.0,0,0,0,,1,0,1,0,0,0,0,1025.0,1025.0,1050.0,6.933423025730715,6.933423025730715,6.957497370876951,5.388760585065435,1.8545402879278483,0.0,0,1.0,1,0,0,0,0
1,60.0,1,6,5, ,3,1, , ,5,9998,2,58.0,,58.0,,3800.0,3800.0,3850.0,3500.0,,,,8.24301946898925,8.24301946898925,8.25608813381491,4,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,60.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,1,0,0,0,0,0,0,1,0,58.0,58.0,0.0,0,1,0,,1,0,0,0,0,0,0,3800.0,3800.0,3850.0,8.24301946898925,8.24301946898925,8.25608813381491,15.330094767858563,2.7930097102636706,0.0,0,1.0,1,0,1,0,0
2,55.0,2,6,5, ,2, ,2,2,1,1,2,50.0,,50.0,,435.0,435.0,435.0,,420.0,,,6.077642243349034,6.077642243349034,6.077642243349034,4,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,55.0,55_64,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,1,0,0,0,1,0,0,50.0,50.0,0.0,0,1,0,,1,0,0,0,0,0,0,435.0,435.0,435.0,6.077642243349034,6.077642243349034,6.077642243349034,2.0092378752886835,1.1016868491223553,420.0,1,1.0,1,1,0,0,0
2,28.0,3,12,1, ,3,5,1, ,2,50,2,40.0,,40.0,,1500.0,1500.0,1500.0,1500.0,,,,7.313886831633462,7.313886831633462,7.313886831633462,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,28.0,25_34,1,0,0,0,1,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,1500.0,1500.0,1500.0,7.313886831633462,7.313886831633462,7.313886831633462,8.660508083140877,2.2680462434397084,0.0,0,1.0,1,0,0,0,0
2,59.0,2,11,5, ,3,5,1, ,1,5,2,30.0,,30.0,,1200.0,1200.0,1334.0,1200.0,,,,7.090909822079984,7.090909822079984,7.19668657083435,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,59.0,55_64,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,30.0,30.0,0.0,1,0,0,,1,1,0,1,0,1,1,1200.0,1200.0,1334.0,7.090909822079984,7.090909822079984,7.19668657083435,10.269438029253271,2.4220944625008123,0.0,0,1.0,1,0,0,0,0
1,20.0,3,10,1, ,2, ,3,2,1,1,2,9.0,,9.0,,174.0,174.0,174.0,,174.0,,,5.1647859739235145,5.1647859739235145,5.1647859739235145,5,2,1,2,2,2,2,2,2,2,2,10,6,0,0,0,0,0,1,0,1,20.0,14_24,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,1,1,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,9.0,9.0,0.0,1,0,0,,1,0,1,0,0,0,0,174.0,174.0,174.0,5.1647859739235145,5.1647859739235145,5.1647859739235145,4.464973056197075,1.6983591913687863,174.0,1,1.0,1,1,0,0,0
2,23.0,3,8,2, ,3,5,1, ,2,25,2,42.0,,42.0,,1200.0,1200.0,1200.0,1200.0,,,,7.090909822079984,7.090909822079984,7.090909822079984,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,23.0,14_24,1,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,42.0,42.0,0.0,0,0,0,,1,0,1,0,0,0,0,1200.0,1200.0,1200.0,7.090909822079984,7.090909822079984,7.090909822079984,6.598482349059716,2.027948536438205,0.0,0,1.0,1,0,0,0,0
2,20.0,3,9,3, ,3,5,1, ,5,3000,2,16.0,,16.0,,600.0,600.0,600.0,600.0,,,,6.398594934535208,6.398594934535208,6.398594934535208,1,1,2,1,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0,1,0,20.0,14_24,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,16.0,16.0,0.0,1,0,0,,1,1,0,1,0,1,1,600.0,600.0,600.0,6.398594934535208,6.398594934535208,6.398594934535208,8.660508083140877,2.2680462434397084,0.0,0,1.0,1,1,0,0,0
1,44.0,1,9,3, ,3,4,1, ,4,300,1,60.0,18.0,78.0,,2900.0,2900.0,3524.0,2500.0,,,,7.972810784121404,7.972810784121404,8.16763571524637,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,44.0,35_44,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,0,1,0,0,0,0,1,1,78.0,60.0,18.0,0,1,1,,1,1,0,1,0,1,1,2900.0,2900.0,3524.0,7.972810784121404,7.972810784121404,8.16763571524637,10.434061704269556,2.4365967693874384,0.0,0,1.0,1,0,1,0,0
1,20.0,3,6,5, ,2, ,2,1,1,2,2,35.0,10.0,45.0,,1312.0,1192.0,1312.0,,1062.0,,120.0,7.180069874302796,7.084226422097916,7.180069874302796,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,20.0,14_24,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,1,0,1,0,1,0,0,45.0,35.0,10.0,0,0,0,,1,0,1,1,0,1,1,1312.0,1192.0,1312.0,7.180069874302796,7.084226422097916,7.180069874302796,6.733384654862715,2.045546626386795,1182.0,1,0.9085365853658537,1,0,0,0,0
2,44.0,3,9,3, ,3,2, , ,5,9998,2,48.0,,48.0,,3000.0,3000.0,3050.0,3000.0,,,,8.006700845440367,8.006700845440367,8.02322468471667,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,44.0,35_44,0,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,3000.0,3000.0,3050.0,8.006700845440367,8.006700845440367,8.02322468471667,14.674749807544265,2.752051125150407,0.0,0,1.0,1,0,1,0,0
2,19.0,5,8,1, ,3,5,1, ,1,10,1,10.0,,10.0,,260.0,260.0,260.0,260.0,,,,5.564520407322694,5.564520407322694,5.564520407322694,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,19.0,14_24,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,1,10.0,10.0,0.0,1,0,0,,1,0,1,0,0,0,0,260.0,260.0,260.0,5.564520407322694,5.564520407322694,5.564520407322694,6.004618937644342,1.9465697796860912,0.0,0,1.0,1,1,0,0,0
1,68.0,2,6,5, ,2, ,3,2,1,1,2,44.0,,44.0,,1436.0,1436.0,1436.0,,1436.0,,,7.270312886079025,7.270312886079025,7.270312886079025,5,2,1,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0,0,1,68.0,65_mas,0,1,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,44.0,44.0,0.0,0,0,0,,1,0,1,0,0,0,0,1436.0,1436.0,1436.0,7.270312886079025,7.270312886079025,7.270312886079025,7.537266428721393,2.144440866246985,1436.0,1,1.0,1,0,0,0,0
2,35.0,3,9,3, ,3,5,1, ,2,40,2,24.0,,40.0,40.0,1200.0,1200.0,1500.0,1200.0,,,,7.090909822079984,7.090909822079984,7.313886831633462,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,35.0,35_44,0,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,24.0,0.0,0,0,0,0.0,1,1,0,1,0,1,1,1200.0,1200.0,1500.0,7.090909822079984,7.090909822079984,7.313886831633462,8.660508083140877,2.2680462434397084,0.0,0,1.0,1,0,0,0,0
2,66.0,1,5,2, ,2, ,3,2,1,3,2,58.0,,58.0,,1986.0,1986.0,1986.0,,1086.0,,,7.594381242551817,7.594381242551817,7.594381242551817,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,66.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,1,0,0,0,0,0,0,0,1,0,1,1,0,0,58.0,58.0,0.0,0,1,0,,1,0,1,0,0,0,0,1986.0,1986.0,1986.0,7.594381242551817,7.594381242551817,7.594381242551817,7.907939794536912,2.1869429907886393,1086.0,1,1.0,1,0,0,0,0
