C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,target_subempleo_horas,sexo_mujer,sexo_hombre,edad,grupo_edad,joven,adulto_mayor,jefe_hogar,conyuge,hijo_hogar,tiene_discapacidad,cantidad_limitaciones,lengua_materna_indigena,autoidentificacion_indigena,autoidentificacion_afro,autoidentificacion_mestizo,nivel_educativo_ord,educacion_basica_o_menos,secundaria_completa,superior_incompleta,superior_completa,universitaria_completa_o_mas,educacion_superior,brecha_educativa_baja,grupo_educativo,trabajador_independiente,trabajador_dependiente,empleador,trabajador_hogar,trabajador_familiar_no_remunerado,sector_publico,sector_privado,empresa_registrada_sunat,empresa_no_registrada_sunat,lleva_libros_contables,posible_informalidad,empresa_pequena,empresa_mediana_grande,busca_otro_empleo,horas_totales,horas_principal,horas_secundaria,trabaja_menos_35h,trabaja_mas_48h,sobrejornada,brecha_horas_normal,tiene_seguro_salud,tiene_essalud,tiene_sis,tiene_afp,tiene_snp,tiene_pension,proteccion_social_completa,ingreso_total,ingreso_principal,ingreso_laboral,ingreso_total_log,ingreso_principal_log,ingreso_laboral_log,ingreso_por_hora,ingreso_por_hora_log,ingreso_secundario_total,tiene_ingreso_secundario,proporcion_ingreso_principal,dependencia_ingreso_principal,bajo_ingreso_relativo,alto_ingreso_relativo,ingreso_cero,ingreso_outlier
2,48.0,2,6,5, ,2, ,3,2,1,1,2,21.0,20.0,41.0,,1818.0,909.0,1818.0,,909.0,,909.0,7.506042178518122,6.813444599510896,7.506042178518122,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,48.0,45_54,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,41.0,21.0,20.0,0,0,0,,1,1,0,0,1,1,1,1818.0,909.0,1818.0,7.506042178518122,6.813444599510896,7.506042178518122,10.240522728552921,2.4195253494831843,1818.0,1,0.5,0,0,0,0,0
1,48.0,1,9,3, ,3,5,1, ,4,150,2,0.0,16.0,64.0,48.0,3918.0,3818.0,3918.0,2425.0,,,100.0,8.273591798199632,8.247743887225516,8.273591798199632,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,48.0,45_54,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,64.0,0.0,16.0,0,1,1,-16.0,1,1,0,1,0,1,1,3918.0,3818.0,3918.0,8.273591798199632,8.247743887225516,8.273591798199632,14.138279445727482,2.7172265986008246,100.0,1,0.9744767738642164,1,0,1,0,0
1,33.0,3,8,2, ,2, ,3,2,1,1,2,54.0,,54.0,,1500.0,1500.0,1500.0,,1500.0,,,7.313886831633462,7.313886831633462,7.313886831633462,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,33.0,25_34,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,54.0,54.0,0.0,0,1,0,,1,0,1,1,0,1,1,1500.0,1500.0,1500.0,7.313886831633462,7.313886831633462,7.313886831633462,6.415191172696947,2.0035307571452012,1500.0,1,1.0,1,0,0,0,0
2,28.0,3,9,3, ,3,5,1, ,4,400,2,48.0,,48.0,,1200.0,1200.0,1400.0,1200.0,,,,7.090909822079984,7.090909822079984,7.244941546337007,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,28.0,25_34,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,1200.0,1200.0,1400.0,7.090909822079984,7.090909822079984,7.244941546337007,6.735950731331793,2.045878389378359,0.0,0,1.0,1,0,0,0,0
1,38.0,1,6,5, ,3,5,3,2,1,5,2,32.0,,32.0,,2000.0,2000.0,2000.0,2000.0,,,,7.601402334583733,7.601402334583733,7.601402334583733,5,2,1,2,1,2,2,2,2,2,2,10,1,0,0,0,0,0,0,0,1,38.0,35_44,0,0,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,0,1,0,1,1,0,0,32.0,32.0,0.0,1,0,0,,1,0,1,0,1,1,1,2000.0,2000.0,2000.0,7.601402334583733,7.601402334583733,7.601402334583733,14.434180138568129,2.73658453950858,0.0,0,1.0,1,0,0,0,0
2,36.0,2,5,3, ,2, ,3,2,1,2,2,54.0,,54.0,,1100.0,1100.0,1100.0,,950.0,,,7.00397413672268,7.00397413672268,7.00397413672268,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,36.0,35_44,0,0,0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,1,0,0,0,0,0,0,0,1,0,1,1,0,0,54.0,54.0,0.0,0,1,0,,1,0,1,0,0,0,0,1100.0,1100.0,1100.0,7.00397413672268,7.00397413672268,7.00397413672268,4.704473526644428,1.7412506962589498,950.0,1,1.0,1,0,0,0,0
2,17.0,3,6,5, ,2, ,3,2,1,1,2,30.0,,30.0,,2420.0,2420.0,2420.0,,2330.0,,,7.791935956938058,7.791935956938058,7.791935956938058,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,17.0,14_24,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,30.0,30.0,0.0,1,0,0,,1,0,1,0,0,0,0,2420.0,2420.0,2420.0,7.791935956938058,7.791935956938058,7.791935956938058,18.629715165511932,2.9770444980206885,2330.0,1,1.0,1,0,0,0,0
1,66.0,1,6,5, ,3,5,1, ,4,500,2,48.0,,48.0,,1545.0,1545.0,1800.0,1025.0,,,,7.343426229147367,7.343426229147367,7.496097345175956,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,66.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,1545.0,1545.0,1800.0,7.343426229147367,7.343426229147367,7.496097345175956,8.660508083140877,2.2680462434397084,0.0,0,1.0,1,0,0,0,0
1,38.0,1,6,5, ,3,5,1, ,4,500,2,44.0,,44.0,,1441.0,1441.0,1635.0,1025.0,,,,7.273786317844895,7.273786317844895,7.400009517162692,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,38.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,44.0,44.0,0.0,0,0,0,,1,1,0,1,0,1,1,1441.0,1441.0,1635.0,7.273786317844895,7.273786317844895,7.400009517162692,8.58177619147596,2.259862981005509,0.0,0,1.0,1,0,0,0,0
1,35.0,1,12,2, ,3,5,1, ,5,600,2,44.0,,44.0,,5000.0,5000.0,6251.0,5000.0,,,,8.517393171418904,8.517393171418904,8.740656691541368,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,35.0,35_44,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,44.0,44.0,0.0,0,0,0,,1,1,0,1,0,1,1,5000.0,5000.0,6251.0,8.517393171418904,8.517393171418904,8.740656691541368,32.810203653159775,3.5207626401609784,0.0,0,1.0,1,0,1,0,0
2,36.0,2,12,2, ,3,5,1, ,4,300,2,45.0,,45.0,,4000.0,4000.0,5024.0,4000.0,,,,8.294299608857235,8.294299608857235,8.522180732927277,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,36.0,35_44,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,45.0,45.0,0.0,0,0,0,,1,1,0,1,0,1,1,4000.0,4000.0,5024.0,8.294299608857235,8.294299608857235,8.522180732927277,25.783936361303567,3.2878023183075116,0.0,0,1.0,1,0,1,0,0
1,70.0,1,11,5, ,3,4,1, ,2,30,2,45.0,,45.0,,6300.0,6300.0,6300.0,6300.0,,,,8.748463629942055,8.748463629942055,8.748463629942055,2,2,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,70.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,0,1,0,0,0,1,0,0,45.0,45.0,0.0,0,0,0,,1,0,0,1,0,1,1,6300.0,6300.0,6300.0,8.748463629942055,8.748463629942055,8.748463629942055,32.33256351039261,3.5065348023650738,0.0,0,1.0,1,0,1,0,0
1,62.0,1,5,1, ,1, ,3,2,1,3,2,48.0,,48.0,,1165.0,1165.0,1165.0,,1165.0,,,7.061334366910438,7.061334366910438,7.061334366910438,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,62.0,55_64,0,0,1,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,1,0,0,0,0,0,1,0,1,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,1165.0,1165.0,1165.0,7.061334366910438,7.061334366910438,7.061334366910438,5.605273287143957,1.8878683129160565,1165.0,1,1.0,1,0,0,0,0
2,51.0,2,3, ,3,4, ,3,2,1,3, ,25.0,,25.0,,,,,,,,,,,,5,2,1,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,51.0,45_54,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,1,Primaria,0,0,0,1,0,0,0,0,1,0,1,1,0,0,25.0,25.0,0.0,1,0,0,,1,0,1,1,0,1,1,,,,,,,,,0.0,0,,0,0,0,0,0
1,52.0,1,6,5, ,9, ,2,1,1,2, ,54.0,,54.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,52.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,0,1,0,0,1,0,1,0,1,0,0,54.0,54.0,0.0,0,1,0,,1,0,1,0,0,0,0,,,,,,,,,0.0,0,,0,0,0,0,0
1,23.0,1,6,5, ,3,2, , ,5,9996,2,40.0,,40.0,,1025.0,1025.0,1092.0,1025.0,,,,6.933423025730715,6.933423025730715,6.996681488176539,1,1,2,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0,0,1,23.0,14_24,1,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,1,0,0,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,0,0,0,0,1025.0,1025.0,1092.0,6.933423025730715,6.933423025730715,6.996681488176539,6.3048498845265595,1.988538495303159,0.0,0,1.0,1,0,0,0,0
2,53.0,1,6,5, ,2, ,3,2,1,1,2,60.0,,60.0,,336.0,336.0,336.0,,271.0,,,5.820082930352362,5.820082930352362,5.820082930352362,5,2,1,2,2,2,2,2,2,2,2,1,7,0,0,0,0,0,0,1,0,53.0,45_54,0,0,1,0,0,0,0,1,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,60.0,60.0,0.0,0,1,0,,1,0,1,0,0,0,0,336.0,336.0,336.0,5.820082930352362,5.820082930352362,5.820082930352362,1.2933025404157044,0.8299929360426828,271.0,1,1.0,1,1,0,0,0
2,52.0,1,8,1, ,2, ,3,2,1,2,2,13.0,,20.0,20.0,474.0,474.0,474.0,,257.0,,,6.163314804034641,6.163314804034641,6.163314804034641,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,52.0,45_54,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,20.0,13.0,0.0,1,0,0,0.0,1,0,1,1,0,1,1,474.0,474.0,474.0,6.163314804034641,6.163314804034641,6.163314804034641,5.473441108545035,1.8677078231622986,257.0,1,1.0,1,1,0,0,0
2,45.0,1,8,1, ,3,5,1, ,5,5000,2,50.0,,50.0,,1200.0,1200.0,1575.0,1200.0,,,,7.090909822079984,7.090909822079984,7.362645270417825,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,45.0,45_54,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,50.0,50.0,0.0,0,1,0,,1,1,0,1,0,1,1,1200.0,1200.0,1575.0,7.090909822079984,7.090909822079984,7.362645270417825,7.274826789838337,2.1132179893024636,0.0,0,1.0,1,0,0,0,0
1,52.0,2,6,5, ,3,5,1, ,1,15,2,48.0,,48.0,,2000.0,2000.0,2235.0,1900.0,,,,7.601402334583733,7.601402334583733,7.71244383427499,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,52.0,45_54,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,2000.0,2000.0,2235.0,7.601402334583733,7.601402334583733,7.71244383427499,10.753464203233257,2.464148022944666,0.0,0,1.0,1,0,0,0,0
2,48.0,1,9,3, ,3,5,1, ,5,1000,2,49.0,,49.0,,2200.0,2200.0,2882.0,2200.0,,,,7.696667081526462,7.696667081526462,7.966586697638402,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,48.0,45_54,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,49.0,49.0,0.0,0,1,0,,1,1,0,1,0,1,1,2200.0,2200.0,2882.0,7.696667081526462,7.696667081526462,7.966586697638402,13.583447235707215,2.679887134553507,0.0,0,1.0,1,0,0,0,0
2,66.0,1,6,5, ,6, , , ,1,2,2,30.0,,30.0,,823.0,823.0,823.0,433.0,,,,6.714170529909472,6.714170529909472,6.714170529909472,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,66.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,0,1,0,0,0,0,0,0,1,0,0,30.0,30.0,0.0,1,0,0,,1,0,1,0,0,0,0,823.0,823.0,823.0,6.714170529909472,6.714170529909472,6.714170529909472,6.335642802155504,1.9927450426775886,0.0,0,1.0,1,1,0,0,0
1,38.0,3,6,5, ,3,5,1, ,3,60,2,56.0,,56.0,,2065.0,2065.0,2581.0,1390.0,,,,7.633369649679584,7.633369649679584,7.856319571406588,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,38.0,35_44,0,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,56.0,56.0,0.0,0,1,0,,1,1,0,1,0,1,1,2065.0,2065.0,2581.0,7.633369649679584,7.633369649679584,7.856319571406588,10.644176839326954,2.454806212931137,0.0,0,1.0,1,0,0,0,0
2,26.0,1,5,2, ,3,5,2,2,1,3,2,51.0,,51.0,,1559.0,1559.0,1559.0,1299.0,,,,7.352441100243583,7.352441100243583,7.352441100243583,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,26.0,25_34,1,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,1,0,0,0,1,0,0,51.0,51.0,0.0,0,1,0,,1,0,1,0,0,0,0,1559.0,1559.0,1559.0,7.352441100243583,7.352441100243583,7.352441100243583,7.059729203459675,2.086879958368477,0.0,0,1.0,1,0,0,0,0
2,58.0,1,4,5, ,6, , , ,1,2,2,24.0,,24.0,,1170.0,1170.0,1170.0,650.0,,,,7.065613363597717,7.065613363597717,7.065613363597717,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,58.0,55_64,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,Primaria,0,0,0,0,1,0,0,0,0,0,0,1,0,0,24.0,24.0,0.0,1,0,0,,1,1,0,1,0,1,1,1170.0,1170.0,1170.0,7.065613363597717,7.065613363597717,7.065613363597717,11.25866050808314,2.5062326674496083,0.0,0,1.0,1,0,0,0,0
2,40.0,1,11,5, ,3,2, , ,5,8000,2,0.0,,30.0,30.0,3100.0,3100.0,3384.0,3100.0,,,,8.03947991910045,8.03947991910045,8.127109185346375,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,40.0,35_44,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,30.0,0.0,0.0,1,0,0,0.0,1,1,0,1,0,1,1,3100.0,3100.0,3384.0,8.03947991910045,8.03947991910045,8.127109185346375,26.05080831408776,3.2977168870673848,0.0,0,1.0,1,0,1,0,0
1,42.0,2,11,5, ,3,2, , ,5,2000,2,0.0,,30.0,30.0,3000.0,3000.0,3100.0,3000.0,,,,8.006700845440367,8.006700845440367,8.03947991910045,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,42.0,35_44,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,30.0,0.0,0.0,1,0,0,0.0,1,1,0,0,1,1,1,3000.0,3000.0,3100.0,8.006700845440367,8.006700845440367,8.03947991910045,23.86451116243264,3.2134415323085634,0.0,0,1.0,1,0,1,0,0
1,17.0,3,6,5, ,2, ,3,2,1,1,2,2.0,,2.0,,24.0,24.0,24.0,,24.0,,,3.218875824868201,3.218875824868201,3.218875824868201,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,17.0,14_24,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,2.0,0.0,1,0,0,,1,1,0,0,0,0,0,24.0,24.0,24.0,3.218875824868201,3.218875824868201,3.218875824868201,2.771362586605081,1.3274363649679752,24.0,1,1.0,1,1,0,0,0
1,61.0,1,6,5, ,1, ,2,2,1,2,2,48.0,,48.0,,83.0,83.0,83.0,,83.0,,,4.430816798843313,4.430816798843313,4.430816798843313,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,61.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,1,0,0,0,0,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,83.0,83.0,83.0,4.430816798843313,4.430816798843313,4.430816798843313,0.3993456505003849,0.33600473485956667,83.0,1,1.0,1,1,0,0,0
2,58.0,2,6,5, ,2, ,3,2,1,1,2,60.0,3.0,63.0,,1734.0,1434.0,1734.0,,1034.0,,300.0,7.45876269238096,7.268920128193722,7.45876269238096,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,58.0,55_64,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,63.0,60.0,3.0,0,1,1,,1,0,1,0,0,0,0,1734.0,1434.0,1734.0,7.45876269238096,7.268920128193722,7.45876269238096,6.35653799626086,1.995589441134147,1334.0,1,0.8269896193771626,1,0,0,0,0
1,18.0,8,6,5, ,3,5,2,2,1,2,2,48.0,,48.0,,1550.0,1550.0,1550.0,650.0,,,,7.346655163176539,7.346655163176539,7.346655163176539,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,18.0,14_24,1,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,1550.0,1550.0,1550.0,7.346655163176539,7.346655163176539,7.346655163176539,7.4576597382602,2.135072508666722,0.0,0,1.0,1,0,0,0,0
2,36.0,1,9,3, ,2, ,3,2,1,1,1,14.0,,14.0,,240.0,240.0,240.0,,240.0,,,5.484796933490655,5.484796933490655,5.484796933490655,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,36.0,35_44,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,1,14.0,14.0,0.0,1,0,0,,1,1,0,1,0,1,1,240.0,240.0,240.0,5.484796933490655,5.484796933490655,5.484796933490655,3.9590894094358293,1.601222137075423,240.0,1,1.0,1,1,0,0,0
2,14.0,3,5,3, ,9, ,3,2,1,3, ,15.0,,15.0,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,14.0,14_24,1,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,0,0,1,0,0,0,1,0,1,1,0,0,15.0,15.0,0.0,1,0,0,,1,1,0,0,0,0,0,,,,,,,,,0.0,0,,0,0,0,0,0
2,14.0,3,5,3, ,9, ,3,2,1,3, ,15.0,,15.0,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,14.0,14_24,1,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,0,0,1,0,0,0,1,0,1,1,0,0,15.0,15.0,0.0,1,0,0,,1,1,0,0,0,0,0,,,,,,,,,0.0,0,,0,0,0,0,0
1,34.0,1,9,3, ,3,5,1, ,5,2800,2,0.0,7.0,73.0,66.0,3883.0,2083.0,4799.0,1600.0,,,1800.0,8.264620829411216,7.642044402873258,8.476371196895983,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,34.0,25_34,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,73.0,0.0,7.0,0,1,1,-7.0,1,1,0,0,1,1,1,3883.0,2083.0,4799.0,8.264620829411216,7.642044402873258,8.476371196895983,15.182384763833085,2.7839232903760593,1800.0,1,0.5364408962142673,0,0,1,0,0
2,31.0,2,6,5, ,2, ,3,2,1,1,2,30.0,,30.0,,1039.0,1039.0,1039.0,,1039.0,,,6.946975992135418,6.946975992135418,6.946975992135418,1,1,2,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,31.0,25_34,0,0,0,1,0,0,0,1,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,30.0,30.0,0.0,1,0,0,,1,1,0,1,0,1,1,1039.0,1039.0,1039.0,6.946975992135418,6.946975992135418,6.946975992135418,7.998460354118552,2.197053490937171,1039.0,1,1.0,1,0,0,0,0
1,74.0,6,3,3, ,2, ,3,2,1,2,2,84.0,,84.0,,1480.0,1480.0,1480.0,,1047.0,,,7.300472814267799,7.300472814267799,7.300472814267799,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,74.0,65_mas,0,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,1,Primaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,84.0,84.0,0.0,0,1,1,,1,0,1,0,0,0,0,1480.0,1480.0,1480.0,7.300472814267799,7.300472814267799,7.300472814267799,4.069064115253491,1.6231562079116,1047.0,1,1.0,1,0,0,0,0
2,54.0,1,11,5, ,3,5,1, ,1,20,2,40.0,,40.0,,3000.0,3000.0,3500.0,3000.0,,,,8.006700845440367,8.006700845440367,8.160803920954665,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,54.0,45_54,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,3000.0,3000.0,3500.0,8.006700845440367,8.006700845440367,8.160803920954665,20.207852193995382,3.0543714996110323,0.0,0,1.0,1,0,1,0,0
1,31.0,3,9,3, ,1, ,2,1,1,2,2,46.0,,46.0,,1950.0,1950.0,1950.0,,1950.0,,,7.576097340623111,7.576097340623111,7.576097340623111,2,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,31.0,25_34,0,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,0,1,0,0,0,0,1,0,1,0,1,0,0,46.0,46.0,0.0,0,0,0,,1,0,0,0,0,0,0,1950.0,1950.0,1950.0,7.576097340623111,7.576097340623111,7.576097340623111,9.79013957224621,2.3786327145196737,1950.0,1,1.0,1,0,0,0,0
1,28.0,3,8,1, ,3,5,2,1,1,2,2,40.0,,40.0,,2400.0,2400.0,2400.0,2400.0,,,,7.783640596221253,7.783640596221253,7.783640596221253,2,2,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,28.0,25_34,1,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,1,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,0,0,1,0,1,1,2400.0,2400.0,2400.0,7.783640596221253,7.783640596221253,7.783640596221253,13.856812933025406,2.6984585434085107,0.0,0,1.0,1,0,0,0,0
2,44.0,1,6,5, ,2, ,3,2,1,2,2,48.0,,48.0,,2050.0,2050.0,2050.0,,1750.0,,,7.62608275807238,7.62608275807238,7.62608275807238,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,44.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,0,0,0,0,2050.0,2050.0,2050.0,7.62608275807238,7.62608275807238,7.62608275807238,9.863356428021556,2.385395330109284,1750.0,1,1.0,1,0,0,0,0
1,48.0,2,9,3, ,3,5,1, ,5,9998,2,56.0,,56.0,,3344.0,3344.0,4909.0,2200.0,,,,8.11522197256233,8.11522197256233,8.499029220788566,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,48.0,45_54,0,0,0,1,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,56.0,56.0,0.0,0,1,0,,1,1,0,1,0,1,1,3344.0,3344.0,4909.0,8.11522197256233,8.11522197256233,8.499029220788566,20.24496865720884,3.0561200982636785,0.0,0,1.0,1,0,1,0,0
