C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,target_subempleo_horas
2,65.0,2,12,2, ,3,3, , ,5,9998,2,36.0,24.0,60.0,,7500.0,4000.0,8499.0,4000.0,,3500.0,,8.922791623969637,8.294299608857235,9.047821442478408,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0
1,37.0,3,11,5, ,3,5,1, ,4,350,2,40.0,,40.0,,1500.0,1500.0,1958.0,1500.0,,,,7.313886831633462,7.313886831633462,7.580189417944541,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,27.0,3,11,5, ,2, ,2,2,1,1,2,32.0,,32.0,,850.0,850.0,850.0,,850.0,,,6.746412128573375,6.746412128573375,6.746412128573375,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,59.0,1,11,5, ,3,5,1, ,1,6,2,48.0,,48.0,,2000.0,2000.0,2501.0,2000.0,,,,7.601402334583733,7.601402334583733,7.824845691026856,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,25.0,3,11,5, ,2, ,2,2,1,1,2,46.0,,46.0,,1000.0,1000.0,1000.0,,1000.0,,,6.90875477931522,6.90875477931522,6.90875477931522,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,31.0,1,11,5, ,3,5,1, ,1,18,2,40.0,,40.0,,3000.0,3000.0,3750.0,3000.0,,,,8.006700845440367,8.006700845440367,8.229777750081887,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,31.0,2,11,5, ,3,5,1, ,4,500,2,40.0,,40.0,,3000.0,3000.0,3750.0,3000.0,,,,8.006700845440367,8.006700845440367,8.229777750081887,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,42.0,3,10,4, ,3,5,2,2,1,3,1,52.0,,52.0,,1025.0,1025.0,1025.0,1025.0,,,,6.933423025730715,6.933423025730715,6.933423025730715,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,56.0,1,10,2, ,3,2, , ,5,9998,2,32.0,,40.0,40.0,1600.0,1600.0,1650.0,1600.0,,,,7.378383712996714,7.378383712996714,7.409136443920128,1,1,2,1,2,2,2,2,2,2,2,1,7,0,0,0,0,0,0
2,49.0,2,6,5, ,6, , , ,1,1,2,48.0,7.0,55.0,,1825.0,1625.0,1995.0,1025.0,,,200.0,7.509883061154913,7.3938782901077555,7.59890045687141,1,1,2,2,1,2,2,2,2,2,2,10,6,0,0,0,0,0,0
1,25.0,3,8,2, ,3,5,1, ,2,30,2,48.0,,48.0,,1500.0,1500.0,1500.0,1500.0,,,,7.313886831633462,7.313886831633462,7.313886831633462,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,23.0,4,6,5, ,2, ,3,2,1,1,1,24.0,,30.0,30.0,1325.0,1325.0,1325.0,,1325.0,,,7.189922170745808,7.189922170745808,7.189922170745808,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,49.0,1,9,3, ,2, ,2,2,1,1,2,96.0,2.0,98.0,,2000.0,2000.0,2000.0,,2000.0,,,7.601402334583733,7.601402334583733,7.601402334583733,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,53.0,2,6,5, ,2, ,3,2,1,1,2,18.0,3.0,30.0,30.0,1006.0,806.0,1006.0,,806.0,,200.0,6.914730892718563,6.693323668269949,6.914730892718563,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1
1,55.0,1,6,5, ,3,5,1, ,2,24,2,81.0,,81.0,,3000.0,3000.0,3466.0,3000.0,,,,8.006700845440367,8.006700845440367,8.151044945685024,1,1,2,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1
2,55.0,2,8,2, ,3,5,1, ,2,45,2,32.0,,40.0,40.0,1299.0,1299.0,1599.0,1299.0,,,,7.170119543449628,7.170119543449628,7.377758908227872,1,1,2,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
2,21.0,3,10,1, ,2, ,3,2,1,1,2,6.0,,6.0,,509.0,509.0,509.0,,466.0,,,6.234410725718371,6.234410725718371,6.234410725718371,1,1,2,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0
1,56.0,1,6,5, ,3,5,1, ,1,4,2,45.0,,45.0,,1500.0,1500.0,1875.0,1500.0,,,,7.313886831633462,7.313886831633462,7.53689712956617,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,35.0,3,11,5, ,3,5,1, ,5,1000,2,40.0,,40.0,,3300.0,3300.0,3842.0,3300.0,,,,8.101980731853192,8.101980731853192,8.254008590564844,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,31.0,3,11,5, ,3,5,1, ,4,500,2,50.0,,50.0,,2000.0,2000.0,2501.0,2000.0,,,,7.601402334583733,7.601402334583733,7.824845691026856,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,24.0,3,9,3, ,3,5,1, ,1,20,2,45.0,,45.0,,1212.0,1212.0,1467.0,1212.0,,,,7.10085190894405,7.10085190894405,7.291656209174461,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,65.0,1,6,5, ,4, ,2,2,1,3, ,37.0,,37.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,60.0,2,5,3, ,2, ,2,2,1,3,2,38.0,,38.0,,2135.0,2135.0,2135.0,,1235.0,,,7.666690200080086,7.666690200080086,7.666690200080086,6,2,2,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0
1,30.0,1,6,5, ,3,5,1, ,2,50,2,63.0,,63.0,,1670.0,1670.0,1723.0,1670.0,,,,7.421177528595393,7.421177528595393,7.452402451223638,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1
2,21.0,3,10,2, ,3,5,2,2,1,4,2,9.0,,9.0,,450.0,450.0,450.0,450.0,,,,6.111467339502679,6.111467339502679,6.111467339502679,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0
2,19.0,3,10,1, ,2, ,3,2,1,1,2,26.0,7.0,33.0,,606.0,346.0,606.0,,296.0,260.0,,6.408528791059498,5.849324779946859,6.408528791059498,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,47.0,1,6,5, ,3,5,1, ,4,200,2,52.0,,52.0,48.0,1742.0,1742.0,2267.0,1560.0,,,,7.463363045520021,7.463363045520021,7.726653664847642,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,43.0,2,6,5, ,3,5,2,2,1,5,2,63.0,7.0,70.0,,1189.0,1039.0,1189.0,1039.0,,,150.0,7.081708586105575,6.946975992135418,7.081708586105575,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,44.0,1,6,5, ,3,5,3,2,1,2,2,48.0,,48.0,,1299.0,1299.0,1299.0,1299.0,,,,7.170119543449628,7.170119543449628,7.170119543449628,6,2,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,34.0,2,5,3, ,3,5,3,2,1,2,2,77.0,,77.0,,1800.0,1800.0,1800.0,1200.0,,,,7.496097345175956,7.496097345175956,7.496097345175956,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,15.0,3,5,3, ,3,5,2,2,1,2,2,7.0,,7.0,,108.0,108.0,108.0,108.0,,,,4.691347882229144,4.691347882229144,4.691347882229144,6,2,2,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0
2,56.0,1,1, , ,2, ,3,2,1,1,2,40.0,,40.0,,504.0,504.0,504.0,,383.0,,,6.22455842927536,6.22455842927536,6.22455842927536,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1
1,50.0,1,12,2, ,3,5,1, ,3,100,2,12.0,7.0,19.0,,2500.0,2000.0,2500.0,2000.0,,,500.0,7.824445930877619,7.601402334583733,7.824445930877619,5,2,1,2,1,2,2,2,2,2,2,10,5,0,0,0,0,0,1
1,39.0,3,6,5, ,3,5,3,2,1,6,2,60.0,,60.0,,2165.0,2165.0,2165.0,2165.0,,,,7.680637427560936,7.680637427560936,7.680637427560936,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,57.0,1,8,1, ,2, ,3,2,1,1,2,45.0,,45.0,,3177.0,3177.0,3177.0,,3177.0,,,8.064007347096661,8.064007347096661,8.064007347096661,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,45.0,1,3, ,1,6, , , ,1,1,2,20.0,16.0,36.0,,1273.0,866.0,1273.0,866.0,,320.0,,7.149916836132109,6.765038976780541,7.149916836132109,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
1,26.0,3,6,5, ,3,5,1, ,4,200,2,48.0,,48.0,,1500.0,1500.0,1542.0,1500.0,,,,7.313886831633462,7.313886831633462,7.341483852363161,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,17.0,3,5,2, ,3,5,2,1,1,10,2,54.0,,54.0,,805.0,805.0,805.0,480.0,,,,6.692083742506628,6.692083742506628,6.692083742506628,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,49.0,1,6,5, ,2, ,3,2,1,1,2,42.0,,42.0,,1200.0,1200.0,1200.0,,1200.0,,,7.090909822079984,7.090909822079984,7.090909822079984,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,46.0,2,6,5, ,2, ,3,2,1,1,2,21.0,,21.0,,380.0,380.0,380.0,,380.0,,,5.942799375126701,5.942799375126701,5.942799375126701,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,51.0,1,8,2, ,3,5,1, ,1,5,2,40.0,,40.0,,3500.0,3500.0,4376.0,3500.0,,,,8.160803920954665,8.160803920954665,8.384118837190895,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,21.0,3,6,5, ,3,1, , ,5,9998,2,63.0,,63.0,,2860.0,2860.0,2860.0,2500.0,,,,7.95892649305011,7.95892649305011,7.95892649305011,4,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,46.0,1,9,3, ,3,5,1, ,1,6,2,45.0,,45.0,,2000.0,2000.0,2501.0,2000.0,,,,7.601402334583733,7.601402334583733,7.824845691026856,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,39.0,2,6,5, ,2, ,3,2,1,1,2,70.0,,70.0,,840.0,840.0,840.0,,840.0,,,6.734591659972948,6.734591659972948,6.734591659972948,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,22.0,3,10,4, ,3,5,1, ,1,15,2,45.0,,45.0,,1400.0,1400.0,1400.0,1400.0,,,,7.244941546337007,7.244941546337007,7.244941546337007,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,59.0,1,1, , ,2, ,3,2,1,1,2,70.0,,70.0,,733.0,733.0,733.0,,583.0,,,6.598509028614515,6.598509028614515,6.598509028614515,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
1,37.0,1,6,5, ,2, ,3,2,1,1,2,72.0,,72.0,,2042.0,2042.0,2042.0,,2042.0,,,7.622174594817622,7.622174594817622,7.622174594817622,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,39.0,1,6,5, ,2, ,3,2,1,1,2,54.0,,54.0,,2268.0,2268.0,2268.0,,2268.0,,,7.727094484779841,7.727094484779841,7.727094484779841,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,49.0,1,5,3, ,3,5,3,2,1,2,2,48.0,,48.0,,650.0,650.0,650.0,520.0,,,,6.478509642208569,6.478509642208569,6.478509642208569,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,41.0,1,4, ,6,6, , , ,1,1,2,16.0,2.0,18.0,,723.0,693.0,723.0,433.0,,,30.0,6.584791392385716,6.542471960506805,6.584791392385716,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,55.0,1,6,5, ,2, ,3,2,1,1,2,21.0,7.0,28.0,,560.0,560.0,560.0,,560.0,,,6.329720905522696,6.329720905522696,6.329720905522696,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,46.0,2,1, , ,2, ,3,2,1,2,2,112.0,,112.0,,1410.0,1410.0,1410.0,,1230.0,,,7.252053951852814,7.252053951852814,7.252053951852814,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0
1,27.0,1,8,1, ,3,5,3,2,1,7,2,50.0,,50.0,,1299.0,1299.0,1341.0,1299.0,,,,7.170119543449628,7.170119543449628,7.201916317531627,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
1,54.0,1,8,2, ,3,5,1, ,4,400,2,40.0,,40.0,,8000.0,8000.0,10001.0,8000.0,,,,8.987321812850125,8.987321812850125,9.21054035197885,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0
2,54.0,2,6,5, ,1, ,2,2,1,3,2,44.0,,44.0,,932.0,932.0,932.0,,499.0,,,6.838405200847344,6.838405200847344,6.838405200847344,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,43.0,1,11,5, ,3,5,1, ,1,15,2,40.0,,40.0,,3500.0,3500.0,3500.0,3500.0,,,,8.160803920954665,8.160803920954665,8.160803920954665,6,2,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,25.0,1,10,2, ,3,5,1, ,4,140,2,54.0,,54.0,,2500.0,2500.0,2500.0,2500.0,,,,7.824445930877619,7.824445930877619,7.824445930877619,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,58.0,1,6,5, ,3,5,1, ,2,30,2,60.0,11.0,71.0,,3946.0,3946.0,4396.0,3600.0,,,,8.280711075662847,8.280711075662847,8.388677769180811,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,54.0,2,8,1, ,2, ,3,2,1,3,2,40.0,,40.0,,478.0,478.0,478.0,,328.0,,,6.171700597410915,6.171700597410915,6.171700597410915,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,25.0,3,8,2, ,3,5,2,2,1,4,2,53.0,7.0,60.0,,2598.0,2598.0,2598.0,2598.0,,,,7.86288203464149,7.86288203464149,7.86288203464149,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,26.0,4,6,5, ,3,5,2,2,1,9,2,5.0,,5.0,,134.0,134.0,134.0,134.0,,,,4.90527477843843,4.90527477843843,4.90527477843843,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,62.0,1,6,5, ,3,5,1, ,2,30,2,48.0,,48.0,,2846.0,2846.0,3146.0,2500.0,,,,7.954021087278037,7.954021087278037,8.054204897064407,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,64.0,1,8,1, ,3,5,1, ,2,30,2,60.0,,60.0,,3103.0,3103.0,3454.0,2800.0,,,,8.04044688130311,8.04044688130311,8.14757773620177,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,44.0,7,6,5, ,3,5,1, ,2,30,2,48.0,,48.0,,2346.0,2346.0,2595.0,2000.0,,,,7.760893195851024,7.760893195851024,7.86172707782398,1,1,2,2,1,2,2,2,2,2,2,10,1,0,0,0,0,0,0
2,53.0,7,5,1, ,6, , , ,1,2,2,24.0,,30.0,30.0,1559.0,1559.0,1559.0,1299.0,,,,7.352441100243583,7.352441100243583,7.352441100243583,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1
1,32.0,1,10,2, ,1, ,3,2,1,2,2,27.0,4.0,36.0,36.0,1750.0,1350.0,1816.0,,1350.0,400.0,,7.467942332285852,7.208600337960199,7.504942068396171,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,32.0,2,11,5, ,3,5,1, ,2,30,2,45.0,24.0,69.0,,2200.0,1200.0,2300.0,1200.0,,,1000.0,7.696667081526462,7.090909822079984,7.741099090035366,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,45.0,1,6,5, ,3,5,1, ,4,300,2,54.0,,54.0,,1700.0,1700.0,1700.0,1700.0,,,,7.438971592395862,7.438971592395862,7.438971592395862,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,45.0,2,10,3, ,1, ,3,2,1,2,2,29.0,,29.0,,1179.0,1179.0,1179.0,,1049.0,,,7.07326971745971,7.07326971745971,7.07326971745971,1,1,2,1,2,2,2,2,2,2,2,10,6,0,0,0,0,0,1
2,23.0,3,6,5, ,3,5,3,2,1,2,2,6.0,,24.0,24.0,87.0,87.0,87.0,87.0,,,,4.477336814478207,4.477336814478207,4.477336814478207,1,1,2,2,2,2,2,2,2,2,2,10,6,0,0,0,0,0,0
1,36.0,1,11,6, ,2, ,3,2,1,1,2,25.0,,25.0,,1950.0,1950.0,1950.0,,1950.0,,,7.576097340623111,7.576097340623111,7.576097340623111,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,35.0,11,11,5, ,3,5,1, ,4,300,2,36.0,,48.0,48.0,1600.0,1600.0,1999.0,1600.0,,,,7.378383712996714,7.378383712996714,7.600902459542082,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,44.0,1,9,3, ,1, ,2,1,1,3,2,60.0,,60.0,,2000.0,2000.0,2000.0,,2000.0,,,7.601402334583733,7.601402334583733,7.601402334583733,1,1,2,2,1,2,2,2,2,2,2,1,7,0,0,0,0,0,0
1,36.0,2,6,5, ,2, ,2,1,1,1,2,62.0,,62.0,,1641.0,1641.0,1641.0,,1598.0,,,7.403670290012373,7.403670290012373,7.403670290012373,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,31.0,1,11,5, ,3,5,1, ,1,5,2,55.0,,55.0,,15779.0,15779.0,16029.0,15000.0,,,,9.666498594399863,9.666498594399863,9.6822172456036,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0
2,57.0,8,5,3, ,3,5,2,2,1,10,2,54.0,,54.0,,2678.0,2678.0,2678.0,2078.0,,,,7.893198869544609,7.893198869544609,7.893198869544609,5,2,1,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0
1,34.0,1,6,5, ,3,1, , ,5,9998,2,88.0,6.0,94.0,,3339.0,3339.0,3422.0,3200.0,,,,8.113726085970747,8.113726085970747,8.138272638530186,4,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,34.0,2,9,3, ,1, ,1, ,1,4,2,56.0,,56.0,,2000.0,2000.0,2000.0,,2000.0,,,7.601402334583733,7.601402334583733,7.601402334583733,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,43.0,1,5,3, ,3,5,2,2,1,3,1,20.0,,20.0,,2078.0,2078.0,2078.0,2078.0,,,,7.639642287858013,7.639642287858013,7.639642287858013,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1
2,43.0,2,5,3, ,3,5,1, ,3,100,2,45.0,,54.0,54.0,1200.0,1200.0,1500.0,1200.0,,,,7.090909822079984,7.090909822079984,7.313886831633462,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,23.0,3,9,3, ,3,1, , ,5,9998,2,0.0,,63.0,63.0,3318.0,3318.0,3368.0,3000.0,,,,8.107418811719974,8.107418811719974,8.122371243406553,4,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,52.0,1,5,2, ,3,5,2,2,1,4,2,41.0,,48.0,48.0,1590.0,1590.0,1624.0,1200.0,,,,7.372118028337787,7.372118028337787,7.393263094763838,5,2,1,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0
2,48.0,2,12,2, ,3,5,1, ,2,50,2,35.0,,42.0,42.0,1750.0,1750.0,1800.0,1750.0,,,,7.467942332285852,7.467942332285852,7.496097345175956,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,26.0,3,6,5, ,3,5,1, ,5,1000,2,60.0,,60.0,,1528.0,1528.0,1528.0,1450.0,,,,7.332369205929062,7.332369205929062,7.332369205929062,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,32.0,1,9,3, ,3,4,1, ,2,40,2,66.0,,66.0,,6140.0,6140.0,6140.0,4600.0,,,,8.722742874329398,8.722742874329398,8.722742874329398,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,41.0,1,4, ,6,3,5,1, ,2,21,2,24.0,,47.0,47.0,1125.0,1125.0,1209.0,1125.0,,,,7.026426808699636,7.026426808699636,7.098375638590786,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
1,59.0,2,6,5, ,3,2, , ,5,9998,2,32.0,35.0,75.0,75.0,2050.0,2000.0,2100.0,2000.0,,,50.0,7.62608275807238,7.601402334583733,7.650168700845001,1,1,2,2,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0
1,24.0,3,9,3, ,3,5,1, ,1,3,2,38.0,,46.0,46.0,1800.0,1800.0,1800.0,1800.0,,,,7.496097345175956,7.496097345175956,7.496097345175956,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,21.0,3,8,2, ,3,5,1, ,4,500,2,37.0,,48.0,48.0,1000.0,1000.0,1000.0,1000.0,,,,6.90875477931522,6.90875477931522,6.90875477931522,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,51.0,1,6,5, ,3,5,3,2,1,4,2,36.0,,48.0,48.0,2412.0,2412.0,2412.0,1212.0,,,,7.788626065625031,7.788626065625031,7.788626065625031,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,45.0,3,5,3, ,2, ,3,2,1,1,2,32.0,,40.0,40.0,1039.0,1039.0,1039.0,,1039.0,,,6.946975992135418,6.946975992135418,6.946975992135418,5,2,1,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0
2,54.0,1,4,5, ,3,5,3,2,1,3,2,38.0,,38.0,,736.0,736.0,736.0,736.0,,,,6.602587892189336,6.602587892189336,6.602587892189336,6,2,2,2,2,2,2,2,2,2,2,1,7,0,0,0,0,0,0
2,27.0,3,6,5, ,3,5,3,2,1,3,2,43.0,,43.0,,1169.0,1169.0,1169.0,1169.0,,,,7.064759027791802,7.064759027791802,7.064759027791802,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,24.0,3,6,5, ,3,5,2,2,1,3,2,35.0,3.0,41.0,41.0,1345.0,1025.0,1345.0,1025.0,,320.0,,7.204892510204673,6.933423025730715,7.204892510204673,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,49.0,1,6,5, ,3,5,3,2,1,2,1,3.0,,3.0,,108.0,108.0,108.0,108.0,,,,4.691347882229144,4.691347882229144,4.691347882229144,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,46.0,2,6,5, ,3,5,2,1,1,3,2,18.0,,48.0,48.0,831.0,831.0,831.0,779.0,,,,6.723832440821209,6.723832440821209,6.723832440821209,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,25.0,3,6,5, ,3,5,2,2,1,2,1,8.0,,8.0,,346.0,346.0,346.0,346.0,,,,5.849324779946859,5.849324779946859,5.849324779946859,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,31.0,3,5,2, ,2, ,3,2,1,1,2,105.0,,105.0,,1030.0,1030.0,1030.0,,850.0,,,6.93828448401696,6.93828448401696,6.93828448401696,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,37.0,1,11,5, ,3,5,1, ,3,80,2,32.0,,40.0,40.0,2300.0,2300.0,2926.0,2300.0,,,,7.741099090035366,7.741099090035366,7.981733286691885,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,48.0,1,6,5, ,2, ,3,2,1,1,2,19.0,,19.0,,1350.0,1350.0,1350.0,,1350.0,,,7.208600337960199,7.208600337960199,7.208600337960199,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,48.0,2,6,5, ,1, ,3,2,1,2,2,78.0,,78.0,,3648.0,3648.0,3648.0,,3074.0,,,8.202208436436448,8.202208436436448,8.202208436436448,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,25.0,3,6,5, ,3,4,1, ,3,60,2,42.0,,42.0,,1700.0,1700.0,1700.0,1700.0,,,,7.438971592395862,7.438971592395862,7.438971592395862,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,23.0,3,6,5, ,3,5,3,2,1,2,2,78.0,,78.0,,1299.0,1299.0,1299.0,1039.0,,,,7.170119543449628,7.170119543449628,7.170119543449628,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,74.0,7,6,5, ,2, ,3,2,1,1,2,54.0,,54.0,,800.0,800.0,800.0,,800.0,,,6.68586094706836,6.68586094706836,6.68586094706836,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,37.0,3,10,4, ,2, ,2,2,1,1,2,40.0,,40.0,,2200.0,2200.0,2200.0,,2200.0,,,7.696667081526462,7.696667081526462,7.696667081526462,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,40.0,4,6,5, ,2, ,3,2,1,1,2,66.0,,66.0,,2350.0,2350.0,2350.0,,2350.0,,,7.762596048540069,7.762596048540069,7.762596048540069,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,62.0,1,6,5, ,2, ,3,2,1,2,2,78.0,,78.0,,2400.0,2400.0,2400.0,,2100.0,,,7.783640596221253,7.783640596221253,7.783640596221253,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,66.0,2,6,5, ,4, ,3,2,1,2, ,35.0,,35.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,20.0,3,9,3, ,2, ,3,2,1,1,2,25.0,,25.0,,940.0,940.0,940.0,,940.0,,,6.846943139585379,6.846943139585379,6.846943139585379,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,44.0,1,11,6, ,1, ,1, ,2,35,2,50.0,,50.0,,8030.0,8030.0,8030.0,,8000.0,,,8.991064332188461,8.991064332188461,8.991064332188461,2,2,2,1,2,2,2,2,2,2,2,10,7,0,0,0,1,1,1
2,73.0,1,9,3, ,2, ,3,2,1,1,2,10.0,,10.0,,230.0,230.0,230.0,,185.0,,,5.442417710521793,5.442417710521793,5.442417710521793,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
