ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_ond24,fa_efm24,fa_amj24,fa_jas24,C208_num,OCUP300_num,P209H_num,target_subempleo_horas
2024,12,25360,1,63,1,1,202312253601006016,1,1,1,1,2, ,1,61,1,1,17,8,1963,1, , , , , , , , , , , , , , , ,4416,6512,3,5,1, ,1,12,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,4000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,6,1,4000, , , , , , , ,667,4000,4000,4667,1,1014.02710586036,,,,61.0,1.0,2.0,0
2024,12,25360,1,63,1,1,202312253601006016,1,3,3,1,2, ,2,25,3,3,19,6,1999,1, , , , , , , , , , , , , , , ,3163,5110,3,5,1, ,5,2000,0,0,0,11,0,0,11,22, ,22,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , ,441,2500,2500,2941,1,1151.0943085891,,,,25.0,1.0,2.0,0
2024,12,2964502,1,39,1,1,20230929645020999680,1,1,1,1,2, ,1,50,1,1,29,3,1974,1, , , , , , , , , , , , , , , ,8332,4923,1, ,3,2,1,2,0,0,5,4,5,5,6,25, ,25,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,2,2,10,7,1, , ,750, , , , , , ,750,750,750,1,681.516715536036,,,,50.0,1.0,2.0,0
2024,12,2964502,1,39,1,1,20230929645020999680,1,2,2,1,2, ,2,45,2,2,5,1,1979,1, , , , , , , , , , , , , , , ,9412,5610,3,5,3,2,1,4,9,8,8,8,0,8,8,49, ,49,1, ,2, ,2,2,1,35, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1050, , , , , , , , ,1050,1050,1050,1,641.655650489407,,,,45.0,1.0,2.0,0
2024,12,2964502,1,39,1,1,20230929645020999680,1,4,3,1,2, ,2,19,4,4,1,7,2005,1, , , , , , , , , , , , , , , ,5211,1071,3,5,3,2,1,6,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2,2,30, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,130, , , , , , , , ,130,130,130,1,802.651267811937,,,,19.0,1.0,2.0,0
2024,12,2965901,1,156,1,1,20231229659010998272,1,1,1,1,2, ,1,43,1,2,7,12,1981,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,10,10,10,10,10,0,0,50, ,70,2,70,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , ,1669, , , , , , ,1669,1669,1669,1,830.151399287596,,,,43.0,1.0,2.0,0
2024,12,2965901,1,73,1,1,20231229659010998272,1,1,1,1,2, ,1,53,1,1,23,1,1971,1, , , , , , , , , , , , , , , ,7411,4321,2, ,3,2,1,1,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,3596, , , , , , ,3596,3596,3596,1,656.191580019844,,,,53.0,1.0,2.0,0
2024,12,1913703,1,104,1,1,20240919137031000064,1,1,1,1,2, ,1,31,1,1,17,8,1993,1, , , , , , , , , , , , , , , ,5412,8411,3,2, , ,5,9998,8,8,0,8,8,0,8,40, ,40,1, ,2, ,2,2,4,1600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1600, , , , , , , , ,1600,1600,1600,1,1047.11833238695,,,,31.0,1.0,2.0,0
2024,12,1913703,1,104,1,1,20240919137031000064,1,2,2,1,2, ,2,30,2,2,13,11,1994,1, , , , , , , , , , , , , , , ,5212,4722,2, ,2,2,1,1,15,15,15,15,15,15,0,90, ,90,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1, , ,1701,600, , , , , ,2301,2301,2301,1,939.572840676339,,,,30.0,1.0,2.0,0
2024,12,1913703,1,105,1,1,20240919137031000064,1,1,1,1,2, ,1,40,1,2,2,3,1984,1, , , , , , , , , , , , , , , ,8332,4923,3,5,1, ,2,50,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , ,624,2500,2500,3124,1,1047.11833238695,,,,40.0,1.0,2.0,0
2024,12,1913703,1,106,1,1,20240919137031000064,1,1,1,1,2, ,1,66,1,1,1,6,1958,1, , , , , , , , , , , , , , , ,9331,4923,2, ,3,2,1,1,6,6,6,0,6,0,6,30, ,36,2,36,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,3,1, ,2,2,2,2,2,2,10,7,1, , ,1299, , , , , , ,1299,1299,1299,1,827.692675801531,,,,66.0,1.0,2.0,0
2024,12,19240,1,10,1,1,202409192401000992,1,1,1,1,2, ,1,36,1,1,24,11,1988,1, , , , , , , , , , , , , , , ,8131,2029,3,5,1, ,5,1000,0,11,11,11,11,11,11,66, ,66,1, ,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2000, , , , , , , ,501,2000,2000,2501,1,1123.19342069995,,,,36.0,1.0,2.0,0
2024,12,19240,1,6,1,1,202409192401000000,1,1,1,1,2, ,2,56,1,1,28,7,1968,1, , , , , , , , , , , , , , , ,9511,4781,2, ,3,2,1,1,7,7,7,7,7,7,0,42, ,42,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,1,1, , ,890,13, , , , , ,903,903,903,1,835.898239957112,,,,56.0,1.0,2.0,0
2024,12,19240,1,6,1,1,202409192401000000,1,2,3,1,2, ,1,20,2,3,3,7,2004,1, , , , , , , , , , , , , , , ,5131,5610,3,5,2,2,1,5,8,8,0,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1050,15, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1050,450, , , , , , , ,1500,1500,1500,1,920.43148175763,,,,20.0,1.0,2.0,0
2024,12,19240,1,6,1,1,202409192401000000,1,3,3,1,2, ,1,38,3,3,3,8,1986,1, , , , , , , , , , , , , , , ,9629,2511,3,5,1, ,1,20,0,8,8,8,8,8,5,45, ,45,1, ,1,2,2,2,4,1300, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,1,1,1300, , , , , , , ,324,1300,1300,1624,1,1123.19342069995,,,,38.0,1.0,2.0,0
2024,12,19240,1,7,1,1,202409192401000000,1,1,1,1,2, ,2,65,1,1,2,12,1959,1, , , , , , , , , , , , , , , ,9511,4781,2, ,3,2,1,1,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,2,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,3, ,2,2,2,2,2,2,10,7,1, , ,140,22, , , , , ,162,162,162,1,835.898239957112,,,,65.0,1.0,1.0,1
2024,12,19361,1,65,1,1,202309193611006016,1,2,3,1,2, ,1,29,2,2,27,8,1995,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,10,11,11,10,11,12,11,76, ,76,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,2131, , , , , , ,2131,2131,2131,1,1118.82329526338,,,,29.0,1.0,2.0,0
2024,12,19361,1,65,1,1,202309193611006016,1,4,7,1,2, ,2,55,4,4,6,8,1969,1, , , , , , , , , , , , , , , ,5211,4649,3,5,1, ,1,6,11,0,11,11,11,11,11,66, ,66,1, ,2, ,2,2,2,500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2165, , , , , , , ,237,2165,2165,2402,1,832.64592375449,,,,55.0,1.0,2.0,0
2024,12,19361,1,66,1,1,202309193611006016,1,1,1,1,2, ,1,56,1,1,6,10,1968,1, , , , , , , , , , , , , , , ,220,8423,3,1, , ,5,9998,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,5000,60, , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,5000,260, , , , , , ,50,5260,5260,5310,1,884.371726063365,,,,56.0,1.0,2.0,0
2024,12,19361,1,66,1,1,202309193611006016,1,2,2,1,2, ,2,47,2,2,28,7,1977,1, , , , , , , , , , , , , , , ,5213,4789,2, ,2,2,1,1,5,5,5,5,5,5,5,35, ,35,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,300,30, , , , , ,330,330,330,1,832.64592375449,,,,47.0,1.0,2.0,0
2024,12,19361,1,66,1,1,202309193611006016,1,4,3,1,2, ,1,27,4,4,5,9,1997,1, , , , , , , , , , , , , , , ,2512,6201,3,5,1, ,5,1000,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,4200, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,4200, , , , , , , ,1100,4200,4200,5300,1,1118.82329526338,,,,27.0,1.0,2.0,0
2024,12,19361,1,67,1,1,202309193611006016,1,1,1,1,2, ,1,41,1,1,26,8,1983,1, , , , , , , , , , , , , , , ,7411,2610,1, ,3,2,1,2,0,9,8,9,8,9,5,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,1, , ,2500, , , , , , ,2500,2500,2500,1,1118.82329526338,,,,41.0,1.0,2.0,0
2024,12,19361,1,67,1,1,202309193611006016,1,2,2,1,2, ,2,40,2,1,27,8,1984,1, , , , , , , , , , , , , , , ,3314,4782,1, ,1, ,1,4,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2, , , ,1200, , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1200, , , , , , ,1200,1200,1200,1,1003.91326293485,,,,40.0,1.0,2.0,0
2024,12,19361,1,69,1,1,202309193611006016,1,1,1,1,2, ,1,49,1,1,11,8,1975,1, , , , , , , , , , , , , , , ,4321,4530,3,5,1, ,2,30,0,9,9,9,9,9,5,50, ,50,1, ,2, ,2,2,4,1150,60, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1150,260, , , , , , ,384,1410,1410,1794,1,884.371726063365,,,,49.0,1.0,2.0,0
2024,12,21765,1,55,1,1,202309217651004992,1,1,1,1,2, ,2,54,1,1,18,8,1970,1, , , , , , , , , , , , , , , ,9512,4781,2, ,3,2,1,1,6,8,8,8,8,8,8,54, ,54,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,978,22, , , , , ,1000,1000,1000,1,555.860389065014,,,,54.0,1.0,2.0,0
2024,12,21765,1,55,1,1,202309217651004992,1,2,3,1,2, ,2,19,2,2,9,10,2005,1, , , , , , , , , , , , , , , ,4419,8219,3,5,2,2,1,3,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,2,250, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1083, , , , , , , , ,1083,1083,1083,1,695.329411763414,,,,19.0,1.0,2.0,0
2024,12,21765,1,55,1,1,202309217651004992,1,6,8,1,2, ,1,73,6,6,2,11,1951,1, , , , , , , , , , , , , , , ,9511,4781,2, ,3,2,1,1,6,6,6,6,6,6,6,42, ,42,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1, , ,683, , , , , , ,683,683,683,1,590.391663134626,,,,73.0,1.0,2.0,0
2024,12,21765,1,56,1,1,202309217651004992,1,1,1,1,2, ,1,33,1,1,6,2,1991,1, , , , , , , , , , , , , , , ,9536,4789,2, ,3,2,1,1,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1950, , , , , , ,1950,1950,1950,1,746.907580350419,,,,33.0,1.0,2.0,0
2024,12,26289,1,178,1,1,202412262891016992,1,1,1,1,2, ,1,44,1,1,10,9,1980,1, , , , , , , , , , , , , , , ,2511,2023,3,5,1, ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,10000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,10000, , , , , , , ,2499,10000,10000,12499,1,2121.6015561595,,,,44.0,1.0,2.0,0
2024,12,26289,1,178,1,1,202412262891016992,1,2,2,1,2, ,2,43,2,2,16,8,1981,1, , , , , , , , , , , , , , , ,1222,4649,3,5,1, ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,7000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,4,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,7000, , , , , , , ,1749,7000,7000,8749,1,1903.70003011989,,,,43.0,1.0,2.0,0
2024,12,26289,1,179,1,1,202412262891016992,1,1,1,1,2, ,1,42,1,2,24,12,1981,1, , , , , , , , , , , , , , , ,1221,2750,3,5,1, ,2,40,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,25000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,25000, , , , , , , ,6249,25000,25000,31249,1,2121.6015561595,,,,42.0,1.0,1.0,1
2024,12,26461,1,25,1,1,202409264611001984,1,1,1,1,2, ,2,37,1,1,25,10,1987,1, , , , , , , , , , , , , , , ,1213,9499,3,5,1, ,3,100,0,9,9,9,9,9,0,45, ,45,1, ,2, ,2,2,4,13000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,6,1,13000, , , , , , , ,2166,13000,13000,15166,1,876.481108193688,,,,37.0,1.0,2.0,0
2024,12,26461,1,25,1,1,202409264611001984,1,2,2,1,2, ,1,54,2,1,14,5,1970,1, , , , , , , , , , , , , , , ,2632,7490,3,5,1, ,3,60,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,15000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,6,1,15000, , , , , , , ,2500,15000,15000,17500,1,772.113626877629,,,,54.0,1.0,2.0,0
2024,12,26461,1,27,1,1,202412264611001984,1,1,1,1,2, ,2,31,1,1,2,8,1993,1, , , , , , , , , , , , , , , ,2142,4100,3,5,1, ,5,9998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,8000, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,8000, , , , , , , ,1334,8000,8000,9334,1,876.481108193688,,,,31.0,1.0,2.0,0
2024,12,26489,1,53,1,1,202412264891004992,1,1,1,1,2, ,1,31,1,1,10,6,1993,1, , , , , , , , , , , , , , , ,4110,7310,3,5,1, ,4,150,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,10000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,10000, , , , , , , ,108,10000,10000,10108,1,1082.74883910065,,,,31.0,1.0,2.0,0
2024,12,21837,1,89,1,1,202309218371008000,1,1,1,1,2, ,1,37,1,2,25,6,1987,1, , , , , , , , , , , , , , , ,9334,4921,3,5,3,2,1,2,16,8,8,8,8,8,16,72, ,72,1, ,2, ,2,2,1,150, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,1,1,4500, , , , , , , , ,4500,4500,4500,1,867.195820547029,,,,37.0,1.0,2.0,0
2024,12,21837,1,89,1,1,202309218371008000,1,2,2,1,2, ,2,33,2,2,14,8,1991,1, , , , , , , , , , , , , , , ,5212,4711,2, ,3,2,1,2,13,13,13,13,13,13,13,91, ,91,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1, , ,1111,360, , , , , ,1471,1471,1471,1,778.129477187805,,,,33.0,1.0,2.0,0
2024,12,21837,1,90,1,1,202309218371008992,1,1,1,1,2, ,1,41,1,1,4,2,1983,1, , , , , , , , , , , , , , , ,8331,4921,2, ,3,2,1,1,16,16,0,16,16,16,0,80, ,80,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,1,1,1, , ,3098, , , , , , ,3098,3098,3098,1,867.195820547029,,,,41.0,1.0,2.0,0
2024,12,21837,1,91,1,1,202309218371008992,1,1,1,1,2, ,1,46,1,1,4,6,1978,1, , , , , , , , , , , , , , , ,8322,4922,3,5,2,1,1,7,0,11,11,11,11,11,11,66, ,66,1, ,2, ,2,1,4,2200, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,2200, , , , , , , , ,2200,2200,2200,1,685.47327169441,,,,46.0,1.0,2.0,0
2024,12,21837,1,91,1,1,202309218371008992,1,2,2,1,2, ,2,44,2,2,17,6,1980,1, , , , , , , , , , , , , , , ,9629,9609,2, ,3,2,1,1,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,5,2,2,2,2,2,2,1,1,1, , ,440, , , , , , ,440,440,440,1,778.129477187805,,,,44.0,1.0,2.0,0
2024,12,21837,1,91,1,1,202309218371008992,1,3,3,1,2, ,1,25,3,3,26,6,1999,1, , , , , , , , , , , , , , , ,9622,9499,3,5,3,2,1,5,0,12,12,12,12,12,12,72, ,72,1, ,2, ,2,2,4,1600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,1,1,1,1600, , , , , , , , ,1600,1600,1600,1,867.195820547029,,,,25.0,1.0,2.0,0
2024,12,21837,1,93,1,1,202309218371008992,1,1,1,1,2, ,1,31,1,1,20,11,1993,1, , , , , , , , , , , , , , , ,7221,2824,3,5,1, ,4,200,0,0,8,8,8,8,8,40, ,40,1, ,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,4, ,6,2,2,2,2,2,2,1,1,1,1500, , , , , , , ,375,1500,1500,1875,1,867.195820547029,,,,31.0,1.0,2.0,0
2024,12,21837,1,93,1,1,202309218371008992,1,2,2,1,2, ,2,27,2,2,2,6,1997,1, , , , , , , , , , , , , , , ,9629,9609,2, ,3,2,1,1,0,4,4,4,4,4,4,24, ,24,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,385, , , , , , ,385,385,385,1,778.129477187805,,,,27.0,1.0,2.0,0
2024,12,22250,1,83,1,1,202409222501008000,1,1,1,1,2, ,2,36,1,1,21,3,1988,1, , , , , , , , , , , , , , , ,9521,4781,2, ,3,2,1,1,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1, , ,1784,65, , , , , ,1849,1849,1849,1,811.907352235551,,,,36.0,1.0,2.0,0
2024,12,22250,1,83,1,1,202412222501008000,1,2,8,1,2, ,2,20,2,2,25,11,2004,1, , , , , , , , , , , , , , , ,9511,4781,2, ,3,2,1,1,8,8,8,0,8,8,8,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,922,35, , , , , ,957,957,957,1,842.35569343715,,,,20.0,1.0,2.0,0
2024,12,22250,1,85,1,1,202409222501008000,1,1,1,1,2, ,1,50,1,1,17,12,1973,1, , , , , , , , , , , , , , , ,4416,2813,3,5,1, ,1,4,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,1,2,420, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,1819, , , , , , , , ,1819,1819,1819,1,715.229027257793,,,,50.0,1.0,2.0,0
2024,12,22250,1,85,1,1,202409222501008000,1,4,3,1,2, ,2,28,4,4,13,2,1996,1, , , , , , , , , , , , , , , ,5412,8411,3,2, , ,5,9998,8,8,0,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1700, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1,1700, , , , , , , , ,1700,1700,1700,1,811.907352235551,,,,28.0,1.0,2.0,0
2024,12,22250,1,85,2,1,202409222501008000,1,1,1,1,2, ,1,22,1,1,6,8,2002,1, , , , , , , , , , , , , , , ,5412,8411,3,2, , ,5,9998,8,0,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1600, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1600, , , , , , , ,50,1600,1600,1650,1,741.49580162011,,,,22.0,1.0,2.0,0
2024,12,2247702,1,37,1,1,20240922477020999680,1,2,3,1,2, ,1,46,2,2,11,8,1978,1, , , , , , , , , , , , , , , ,3521,5813,3,5,1, ,2,25,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,1,4,2500, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , , ,2500,2500,2500,1,606.274084232141,,,,46.0,1.0,2.0,0
2024,12,2247702,1,37,1,1,20240922477020999680,1,3,8,1,2, ,2,36,3,3,10,9,1988,1, , , , , , , , , , , , , , , ,2411,6920,3,5,1, ,1,16,0,9,9,9,9,9,0,45, ,45,1, ,2, ,2,2,4,2200, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,1,1,1,2200, , , , , , , ,549,2200,2200,2749,1,688.224845047475,,,,36.0,1.0,2.0,0
2024,12,2247702,1,38,1,1,20240922477020999680,1,1,1,1,2, ,2,59,1,1,6,1,1965,1, , , , , , , , , , , , , , , ,9533,4799,2, ,3,2,1,1,4,4,5,3,4,4,4,28, ,28,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1, , ,1500,180, , , , , ,1680,1680,1680,1,570.813867106498,,,,59.0,1.0,2.0,0
