ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_ond24,fa_efm24,fa_amj24,fa_jas24,C208_num,OCUP300_num,P209H_num,target_subempleo_horas,whoraT_missing_flag,C318_T_missing_flag,C208_outlier_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,INGTOT_log,INGTOTP_log,INGTRABW_log,I339_1_log,I342_log,I345_1_log,I348_log,C208_std,C318_T_std,C328_T_std,whoraT_std,C331_std,INGTOT_std,INGTOTP_std,ingtrabw_std,I339_1_std,I342_std,I345_1_std,I348_std,INGTOT_log_std,INGTOTP_log_std,INGTRABW_log_std
2024,4,22136,1,67,1,1,202404221361006016,1,2,2,1,2, ,2,71.0,2,2,10.0,2.0,1953,1, , , , , , , , , , , , , , , ,7354,9529,2, ,3,2,1,1,0,5,0,5,0,0,0,10.0,,35.0,2,35.0,1,1,1,2, , , , , , , , , , , , , , , , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,1,2,2,10,7,1,, ,690.0, ,,, , , ,690.0,690.0,690.0,1,,,871.812165917402,,71.0,1.0,1.0,1,0,0,0,0,0,0,6.53813982376767,6.53813982376767,6.53813982376767,,6.53813982376767,,,1.9594496350506037,-1.6336553609557574,,-0.530514228433512,-0.45527943323436726,-0.6574494665123367,-0.6576525697900542,-0.647808812338334,,-0.4454945119790205,,,-0.8300097336489368,-0.7909546422722762,-0.8534780911986437
2024,4,22136,1,67,1,1,202404221361006016,1,3,3,1,2, ,1,35.0,3,3,12.0,6.0,1988,1, , , , , , , , , , , , , , , ,3422,9312,3,5,3,2,1,3,5,5,5,5,0,0,5,25.0,,30.0,2,30.0,1,1,1,2,2,400, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1732.0, ,, ,,, , , ,1732.0,1732.0,1732.0,1,,,1096.35258702043,,35.0,1.0,1.0,1,0,0,0,0,0,0,7.457609289715606,7.457609289715606,7.457609289715606,7.457609289715606,,,,-0.4750681022450425,-0.8374064372030093,,-0.8098324744408337,-0.7628523417823294,-0.15275597102274055,-0.12509004859485393,-0.19953950715421878,-0.1845710875291182,,,,0.20062266041233665,0.23625977267355336,0.1457363458802082
2024,4,22136,1,165,1,1,202404221361016000,1,1,1,1,2, ,2,38.0,1,1,5.0,10.0,1985,1, , , , , , , , , , , , , , , ,8153,1410,3,5,1, ,5,2000,0,8,8,8,8,8,8,48.0,,48.0,1,,2, ,2,2,2,390, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1689.0, ,, ,,, , ,287,1689.0,1689.0,1976.0,1,,,1156.19439604768,,38.0,1.0,2.0,0,0,0,0,0,0,0,7.432483807917119,7.432483807917119,7.589335823170617,7.432483807917119,,,,-0.272191624137072,0.3835085792178711,,0.1957132111855242,,-0.17358305385004633,-0.1470671967823718,-0.09457049519171962,-0.2071050023064174,,,,0.17245953328639096,0.20819004546487863,0.28888743338141154
2024,4,22136,1,165,1,1,202404221361016000,1,2,2,1,2, ,1,37.0,2,1,7.0,4.0,1986,1, , , , , , , , , , , , , , , ,7354,1410,3,5,1, ,5,2000,0,8,8,8,8,8,8,48.0,,48.0,1,,2, ,2,2,2,310, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,1,7,1,1342.0, ,, ,,, , ,270,1342.0,1342.0,1612.0,1,,,1096.35258702043,,37.0,1.0,2.0,0,0,0,0,0,0,0,7.202661196523238,7.202661196523238,7.385851078125209,7.202661196523238,,,,-0.3398171168397288,0.3835085792178711,,0.1957132111855242,,-0.3416527687587698,-0.32441767169094615,-0.2511636113980708,-0.38894845411392504,,,,-0.08514839929035238,-0.048563558702828066,0.06775459264584521
2024,4,22729,1,65,1,1,202404227291006016,1,1,1,1,2, ,2,53.0,1,1,2.0,7.0,1970,1, , , , , , , , , , , , , , , ,5120,5630,2, ,3,2,1,2,8,8,8,8,2,0,8,42.0,,42.0,2,38.0,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,11.0,9,,, , , ,20.0,20.0,20.0,1,,,921.739405208346,,53.0,1.0,2.0,0,0,0,0,0,0,0,3.044522437723423,3.044522437723423,3.044522437723423,,2.4849066497880004,,,0.7421907664027806,0.06500900971677187,,-0.13946868402326176,-0.27073568810559,-0.9819644780075664,-1.000087204339751,-0.9360433943665079,,-0.7876602374730696,,,-4.746001926821727,-4.693959877525218,-4.650094573907119
2024,4,25396,1,141,1,1,202404253961014016,1,1,1,1,2, ,1,33.0,1,1,3.0,10.0,1990,1, , , , , , , , , , , , , , , ,3422,8541,1, ,2,1,1,7,0,10,10,10,10,10,4,54.0,10.0,64.0,1,,1,1,1,2, , , , , , , ,5000, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,, ,9500.0, ,,5000.0, , , ,14500.0,9500.0,14500.0,1,,,1127.50097879744,,33.0,1.0,1.0,1,0,0,0,0,1,1,9.581972891547895,9.15915233520675,9.581972891547895,,9.15915233520675,,8.517393171418904,-0.6103190876503561,0.7020081487189703,-0.35864039333218006,1.0895315984089535,,6.031434576396801,3.8451073263037214,5.293265184391638,,3.9940931781573163,,3.7014399842678958,2.581819672273759,2.137192439510259,2.4543445804856296
2024,4,25396,1,141,1,1,202404253961014016,1,2,2,1,2, ,2,35.0,2,2,22.0,12.0,1988,1, , , , , , , , , , , , , , , ,2359,8521,3,5,1, ,2,50,0,4,4,4,4,4,3,23.0,35.0,58.0,2,20.0,1,1,1,2,4,1400, , , ,600, , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,1400.0, ,, ,600.0,, , , ,2000.0,1400.0,2000.0,1,,,1189.0429490085,,35.0,1.0,1.0,1,0,0,0,0,0,0,7.601402334583733,7.244941546337007,7.601402334583733,7.244941546337007,,6.398594934535208,,-0.4750681022450425,-0.9435729603700423,1.6989396077539973,0.7543497032001675,-1.3779981588782537,-0.02294996642464865,-0.2947740764612709,-0.08424567434294922,-0.3585538713910563,,-0.23567867552561617,,0.3618001389151301,-0.001328727742041252,0.3020004652499926
2024,4,25396,1,142,1,1,202404253961014016,1,1,1,1,2, ,1,59.0,1,1,20.0,6.0,1964,1, , , , , , , , , , , , , , , ,4323,4923,3,5,1, ,1,15,3,9,9,3,3,9,9,45.0,,45.0,1,,2, ,2,2,4,1400, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,1400.0, ,, ,,, , ,58,1400.0,1400.0,1458.0,1,,,1055.10990745042,,59.0,1.0,2.0,0,0,0,0,0,0,0,7.244941546337007,7.244941546337007,7.285506548522785,7.244941546337007,,,,1.1479437226187217,0.2242587944673215,,0.02812226358113122,,-0.31356042448007826,-0.2947740764612709,-0.3174145451776809,-0.3585538713910563,,,,-0.03775639796338256,-0.001328727742041252,-0.04129275082113802
2024,4,25396,1,142,1,1,202404253961014016,1,2,3,1,2, ,1,28.0,2,2,23.0,8.0,1995,1, , , , , , , , , , , , , , , ,2421,4711,3,5,1, ,5,9991,0,8,8,8,8,8,8,48.0,,48.0,1,,2, ,2,2,4,2500, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2500.0, ,, ,,, , ,416,2500.0,2500.0,2916.0,1,,,1127.50097879744,,28.0,1.0,2.0,0,0,0,0,0,0,0,7.824445930877619,7.824445930877619,7.978310969867722,7.824445930877619,,,,-0.9484465511636404,0.3835085792178711,,0.1957132111855242,,0.21922541528820938,0.2674320399636046,0.30981832138512133,0.21789511128403985,,,,0.6118094803252998,0.6460829366689393,0.7115981341047994
2024,4,1859201,1,32,1,1,20240418592011001856,1,3,3,1,2, ,2,31.0,3,3,1.0,9.0,1992,1, , , , , , , , , , , , , , , ,2642,7310,3,5,1, ,4,150,0,8,8,8,8,8,0,40.0,,40.0,1,,2, ,2,2,4,3000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3000.0, ,, ,,, , ,783,3000.0,3000.0,3783.0,1,,,1027.37189328739,,31.0,1.0,2.0,0,0,0,0,0,0,0,8.006700845440367,8.006700845440367,8.238536930171769,8.006700845440367,,,,-0.7455700730556698,-0.04115751345026121,,-0.25119598242619046,,0.4614007970010674,0.5229802747021844,0.6828024745469523,0.47991737613635627,,,,0.8160988296530497,0.8496947828117192,0.9943933177060738
2024,4,1859201,1,37,1,1,20240418592011001856,1,1,1,1,2, ,1,60.0,1,1,24.0,7.0,1963,1, , , , , , , , , , , , , , , ,8331,4921,2, ,3,2,1,1,0,6,6,6,6,6,6,36.0,,36.0,1,,2, ,2,2, , , , , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,9,3, ,2,2,2,2,2,2,10,7,1,, ,1900.0, ,,, , , ,1900.0,1900.0,1900.0,1,,,911.64937662472,,60.0,1.0,2.0,0,0,0,0,0,0,0,7.550135342488429,7.550135342488429,7.550135342488429,,7.550135342488429,,,1.2155692153213784,-0.2534905597843274,,-0.47465057923204773,,-0.07138504276722026,-0.03922584172269111,-0.12726576121282593,,0.1642558972224514,,,0.3043350193474771,0.33962818096354,0.24628712125719007
2024,4,1859201,1,37,1,1,20240418592011001856,1,3,3,1,2, ,1,34.0,3,3,21.0,3.0,1990,1, , , , , , , , , , , , , , , ,4416,8411,3,2, , ,5,9998,0,8,8,8,0,0,0,24.0,,48.0,2,48.0,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1800.0, ,, ,,, , , ,1800.0,1800.0,1800.0,1,,,974.197623589987,,34.0,1.0,2.0,0,0,0,0,0,0,0,7.496097345175956,7.496097345175956,7.496097345175956,7.496097345175956,,,,-0.5426935949476993,-0.8904896987865258,,0.1957132111855242,0.3444101289903343,-0.11982011910979186,-0.09033548867040707,-0.1702858480827026,-0.14893605950920316,,,,0.24376388283560513,0.27925792197190635,0.18756244462012117
2024,4,1859201,1,37,1,1,20240418592011001856,1,4,3,1,2, ,1,34.0,4,2,21.0,3.0,1990,1, , , , , , , , , , , , , , , ,4214,8219,3,5,1, ,4,150,0,8,8,8,0,0,8,32.0,,48.0,2,48.0,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,1500.0, ,, ,,, , , ,1500.0,1500.0,1500.0,1,,,974.197623589987,,34.0,1.0,2.0,0,0,0,0,0,0,0,7.313886831633462,7.313886831633462,7.313886831633462,7.313886831633462,,,,-0.5426935949476993,-0.4658236061183935,,0.1957132111855242,0.3444101289903343,-0.26512534813750666,-0.24366442951355494,-0.2993461086923327,-0.306149418420593,,,,0.039524302566532235,0.07569567983418785,-0.010451064758907386
2024,4,1859201,1,37,1,1,20240418592011001856,1,5,3,1,2, ,2,32.0,5,2,4.0,9.0,1991,1, , , , , , , , , , , , , , , ,4417,8291,3,5,1, ,5,650,0,8,8,8,0,0,5,29.0,,48.0,2,48.0,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,2000.0, ,, ,,, , ,416,2000.0,2000.0,2416.0,1,,,1027.37189328739,,32.0,1.0,2.0,0,0,0,0,0,0,0,7.601402334583733,7.601402334583733,7.790282380703483,7.601402334583733,,,,-0.677944580353013,-0.6250733908689431,,0.1957132111855242,0.3444101289903343,-0.02294996642464865,0.011883805225024842,0.09471788703573786,-0.044127153568276595,,,,0.3618001389151301,0.39690272377494074,0.5072619513009718
2024,4,1859201,1,37,1,1,20240418592011001856,1,7,3,1,2, ,1,21.0,7,7,16.0,5.0,2002,1, , , , , , , , , , , , , , , ,5141,9602,2, ,3,2,1,1,0,9,9,9,0,0,9,36.0,,63.0,2,63.0,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,1309.0, ,,, , , ,1309.0,1309.0,1309.0,1,,,859.364846402462,,21.0,1.0,2.0,0,0,0,0,0,0,0,7.177782416195197,7.177782416195197,7.177782416195197,,7.177782416195197,,,-1.4218250000822383,-0.2534905597843274,,1.0336679492074892,1.2671288546342208,-0.3576363439518184,-0.3412838551836924,-0.3815144746137972,,-0.13356434396603611,,,-0.11303499898768793,-0.07635767555573192,-0.15835972501646575
2024,4,1860001,1,10,1,1,20240418600011001856,1,2,2,1,2, ,2,63.0,2,2,20.0,5.0,1960,1, , , , , , , , , , , , , , , ,2342,8510,3,2, , ,5,9998,0,6,6,6,2,0,0,20.0,,30.0,2,30.0,1,1,1,2,4,2800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,2800.0, ,, ,,, , ,50,2800.0,2800.0,2850.0,1,,,622.023287205848,,63.0,1.0,1.0,1,0,0,0,0,0,0,7.937731775260109,7.937731775260109,7.955425088912672,7.937731775260109,,,,1.418445693429349,-1.102822745120592,,-0.8098324744408337,-0.7628523417823294,0.3645306443159242,0.4207609808067525,0.2814250640510027,0.3751084701954297,,,,0.7387914686709458,0.7726438031997619,0.6867273760182567
2024,4,1860001,1,11,1,1,20240418600011001856,1,1,1,1,2, ,2,37.0,1,1,7.0,4.0,1987,1, , , , , , , , , , , , , , , ,312,8422,3,1, , ,5,9998,0,8,8,8,6,0,0,30.0,,40.0,2,40.0,1,1,1,1,4,3000, , , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,3000.0, ,, ,,, , ,75,3000.0,3000.0,3075.0,1,,,824.925215538564,,37.0,1.0,1.0,1,0,0,0,0,0,0,8.006700845440367,8.006700845440367,8.031385330625534,8.006700845440367,,,,-0.3398171168397288,-0.5719901292854266,,-0.25119598242619046,-0.14770652468640513,0.4614007970010674,0.5229802747021844,0.3782202595082253,0.47991737613635627,,,,0.8160988296530497,0.8496947828117192,0.7692755986340463
2024,4,1860001,1,13,1,1,20240418600011001856,1,1,1,1,2, ,2,29.0,1,1,26.0,10.0,1994,1, , , , , , , , , , , , , , , ,3114,4100,3,5,1, ,5,3000,8,8,8,8,4,0,0,36.0,,48.0,2,48.0,1,1,1,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,5,1,2000.0, ,, ,,, , ,25,2000.0,2000.0,2025.0,1,,,824.925215538564,,29.0,1.0,1.0,1,0,0,0,0,0,0,7.601402334583733,7.601402334583733,7.613818684808629,7.601402334583733,,,,-0.8808210584609836,-0.2534905597843274,,0.1957132111855242,0.3444101289903343,-0.02294996642464865,0.011883805225024842,-0.07349065262548005,-0.044127153568276595,,,,0.3618001389151301,0.39690272377494074,0.3154936772162561
2024,4,1860001,1,13,1,1,20240418600011001856,1,2,2,1,2, ,1,30.0,2,2,14.0,10.0,1993,1, , , , , , , , , , , , , , , ,7411,4321,2, ,3,2,1,1,0,8,8,8,8,8,8,48.0,,48.0,1,,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,, ,1242.0, ,,, , , ,1242.0,1242.0,1242.0,1,,,782.229093347723,,30.0,1.0,1.0,1,0,0,0,0,0,0,7.125283091510712,7.125283091510712,7.125283091510712,,7.125283091510712,,,-0.8131955657583267,0.3835085792178711,,0.1957132111855242,,-0.3900878451013414,-0.3755273186386621,-0.41033793281661457,,-0.16732738315322507,,,-0.17188143890767804,-0.13500895772226526,-0.21541228097877288
2024,4,1860001,1,14,1,1,20240418600011001856,1,1,1,1,2, ,1,41.0,1,1,12.0,10.0,1982,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,0,10,10,10,10,10,6,56.0,,56.0,1,,1,1,1,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,5,1,, ,1139.0, ,,, , , ,1139.0,1139.0,1139.0,1,,,782.229093347723,,41.0,1.0,1.0,1,0,0,0,0,0,0,7.038783541388542,7.038783541388542,7.038783541388542,,7.038783541388542,,,-0.06931514602910147,0.8081746718860034,,0.6426224047972389,,-0.4399759737341902,-0.42817025499480954,-0.4546486222925876,,-0.21923175682905283,,,-0.2688386971193216,-0.23164466783822732,-0.3094138791653874
2024,4,26731,1,67,1,1,202404267311006016,1,1,1,1,2, ,2,46.0,1,1,18.0,12.0,1977,1, , , , , , , , , , , , , , , ,3149,1071,3,5,1, ,4,200,0,8,8,8,8,8,8,48.0,,48.0,1,,1,1,1,2,4,4000,80, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,4000.0,346,, ,,, , ,932,4346.0,4346.0,5278.0,1,,,780.500911105063,,46.0,1.0,1.0,1,0,0,0,0,0,0,8.377241230988792,8.377241230988792,8.571491964823617,8.294299608857235,,,,0.2688123174841827,0.3835085792178711,,0.1957132111855242,,1.113336924572081,1.210916122618441,1.325952773251609,1.0039619058409892,,,,1.231437172901291,1.2636557020713048,1.3562253195760023
2024,4,26731,1,67,1,1,202404267311006016,1,2,2,1,2, ,1,40.0,2,2,23.0,9.0,1983,1, , , , , , , , , , , , , , , ,4321,4923,3,5,1, ,1,11,0,8,8,8,8,8,0,40.0,,40.0,1,,1,1,1,2,4,2500, , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2500.0, ,, ,,, , , ,2500.0,2500.0,2500.0,1,,,981.523574130659,,40.0,1.0,1.0,1,0,0,0,0,0,0,7.824445930877619,7.824445930877619,7.824445930877619,7.824445930877619,,,,-0.1369406387317583,-0.04115751345026121,,-0.25119598242619046,,0.21922541528820938,0.2674320399636046,0.13085476000643428,0.21789511128403985,,,,0.6118094803252998,0.6460829366689393,0.5443884833067637
2024,4,26731,1,68,1,1,202404267311006016,1,1,1,1,2, ,2,84.0,1,1,18.0,9.0,1939,1, , , , , , , , , , , , , , , ,9411,5630,2, ,3,2,1,1,0,8,8,8,8,8,8,48.0,,48.0,1,,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,1, , ,2,2,2,2,2,2,1,1,1,, ,709.0,20,,, , , ,729.0,729.0,729.0,1,,,780.500911105063,,84.0,1.0,2.0,0,0,0,0,0,0,0,6.593044534142437,6.593044534142437,6.593044534142437,,6.565264970035361,,,2.838581040185143,0.3835085792178711,,0.1957132111855242,,-0.6385597867387337,-0.637719807480445,-0.6310309784590821,,-0.43591991877668335,,,-0.7684670993424805,-0.7296161073517705,-0.7938115320557146
2024,4,26731,1,69,1,1,202404267311006016,1,1,1,1,2, ,1,53.0,1,1,9.0,11.0,1970,1, , , , , , , , , , , , , , , ,7421,9522,2, ,2,2,1,1,6,6,6,6,4,4,6,38.0,,40.0,2,40.0,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1,, ,1500.0, ,,, , , ,1500.0,1500.0,1500.0,1,,,918.504965349086,,53.0,1.0,2.0,0,0,0,0,0,0,0,7.313886831633462,7.313886831633462,7.313886831633462,,7.313886831633462,,,0.7421907664027806,-0.1473240366172943,,-0.25119598242619046,-0.14770652468640513,-0.26512534813750666,-0.24366442951355494,-0.2993461086923327,,-0.037314485984646754,,,0.039524302566532235,0.07569567983418785,-0.010451064758907386
2024,4,26731,1,70,1,1,202404267311007008,1,1,1,1,2, ,2,25.0,1,1,14.0,12.0,1998,1, , , , , , , , , , , , , , , ,2341,8521,3,5,1, ,5,2500,0,8,8,8,0,0,0,24.0,4.0,44.0,2,44.0,1,1,1,1,4,2300, , , , , ,500, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,10,7,1,2300.0, ,, ,,500.0, , , ,2800.0,2300.0,2800.0,1,,,1035.09771348531,,25.0,1.0,1.0,1,0,0,0,0,0,0,7.937731775260109,7.741099090035366,7.937731775260109,7.741099090035366,,,6.2166061010848646,-1.1513230292716108,-0.8904896987865258,-0.8524595935928627,-0.02774138562033311,0.09835180215196457,0.3645306443159242,0.1652127460681727,0.25991502061606436,0.11308620534311327,,,-0.17083379790186448,0.7387914686709458,0.5529693755077836,0.6674995331195493
2024,4,2828702,1,21,1,1,20240428287020998656,1,1,1,1,2, ,2,54.0,1,1,26.0,5.0,1969,1, , , , , , , , , , , , , , , ,9629,8219,2, ,3,2,1,2,8,8,8,8,8,8,8,56.0,8.0,64.0,1,,1,1,1,2, , , , , ,480,40, , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,1,1,, ,1200.0, ,480.0,,173, ,16,1853.0,1200.0,1869.0,1,,,812.643327208305,,54.0,1.0,1.0,1,0,0,0,0,0,0,7.5251007461258,7.090909822079984,7.533693709848633,,7.090909822079984,6.175867270105761,,0.8098162591054374,0.8081746718860034,-0.5232467934190743,1.0895315984089535,,-0.09414952864822891,-0.3969933703567028,-0.1406019881424877,,-0.18849227338997038,-0.3229374155023286,,0.2762737656146268,-0.1734101435753036,0.2284195168273967
2024,4,2828702,1,21,1,1,20240428287020998656,1,2,2,1,2, ,1,54.0,2,2,4.0,4.0,1970,1, , , , , , , , , , , , , , , ,7127,4322,2, ,2,2,1,1,0,3,0,0,0,0,0,3.0,,9.0,2,9.0,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,, ,736.0, ,,, , , ,736.0,736.0,736.0,1,,,956.330633928185,,54.0,1.0,2.0,0,0,0,0,0,0,0,6.602587892189336,6.602587892189336,6.602587892189336,,6.602587892189336,,,0.8098162591054374,-2.0052381920403732,,-1.9829691076715847,-2.0546585576837706,-0.6351693313947537,-0.6341421321941049,-0.6280195723781907,,-0.42231391791020423,,,-0.7577699589636863,-0.7189544428639151,-0.7834404849553702
2024,4,2828702,1,21,1,1,20240428287020998656,1,3,3,1,2, ,1,27.0,3,1,25.0,1.0,1997,1, , , , , , , , , , , , , , , ,2330,8521,3,5,1, ,1,10,0,8,8,8,8,8,0,40.0,,40.0,1,,1,1,1,2,4,1500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1500.0, ,, ,,, , ,209,1500.0,1500.0,1709.0,1,,,1021.94446113537,,27.0,1.0,1.0,1,0,0,0,0,0,0,7.313886831633462,7.313886831633462,7.444248649496705,7.313886831633462,,,,-1.0160720438662971,-0.04115751345026121,,-0.25119598242619046,,-0.26512534813750666,-0.24366442951355494,-0.2094341271342904,-0.306149418420593,,,,0.039524302566532235,0.07569567983418785,0.13121694628102915
2024,4,1796101,1,37,1,1,20240117961010999296,1,1,1,1,2, ,2,51.0,1,1,12.0,7.0,1972,1, , , , , , , , , , , , , , , ,5120,5610,3,5,2,2,1,2,0,8,8,0,0,0,0,16.0,,16.0,1,,1,2,2,1,2,100,20, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,1,433.0,87,, ,,, , , ,520.0,520.0,520.0,1,,,366.463304403167,,51.0,1.0,2.0,0,0,0,0,0,0,0,6.255750041753367,6.255750041753367,6.255750041753367,6.073044534100405,,,,0.6069397809974669,-1.315155791454658,,-1.5919235632613344,,-0.7397890962947083,-0.7445389696011713,-0.7209429600171243,-0.8653049316154363,,,,-1.1465401545866154,-1.1064353248411611,-1.1603593499268365
2024,4,1796101,1,40,1,1,20240117961010999296,1,1,1,1,2, ,1,28.0,1,1,30.0,3.0,1996,1, , , , , , , , , , , , , , , ,7422,4321,3,5,1, ,1,8,0,8,8,8,8,8,4,44.0,,50.0,2,50.0,2, ,2,2,3,800, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,9,1,1600.0, ,, ,,, , , ,1600.0,1600.0,1600.0,1,,,460.848113317718,,28.0,1.0,2.0,0,0,0,0,0,0,0,7.378383712996714,7.378383712996714,7.378383712996714,7.378383712996714,,,,-0.9484465511636404,0.17117553288380494,,0.30744050958845287,0.46743929240951915,-0.21669027179493505,-0.192554782565839,-0.256326021822456,-0.25374496545012976,,,,0.11181879162861723,0.14775041216516313,0.05963958793969173
